year,Aruba,Afghanistan,Angola,Albania,Arab World,United Arab Emirates,Argentina,Armenia,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Cyprus,Czech Republic,Germany,Djibouti,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",Morocco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,Somalia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Syrian Arab Republic,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1980,72.293,43.244,44.178,70.208,58.34502343,68.213,69.496,70.937,68.482,74.33365854,72.46341463,64.161,46.852,73.20707317,47.19,46.049,52.9,71.15756098,69.55,67.488,70.399,69.80202439,69.577,50.349,62.63,72.222,67.425,45.464,59.174,49.153,75.07804878,69.8905098,75.45926829,73.439,69.033,66.844,51.072,51.537,46.363,54.226,66.926,50.615,61.425,72.113,68.08672049,73.794,74.79,70.27804878,72.67790244,53.639,74.10170732,62.861,58.198,65.06898345,56.07816374,66.14415604,66.08832471,70.16834725,63.512,58.332,73.52860666,46.654,75.34926829,68.90563415,43.747,72.75126854,49.95979824,73.44,63.997,74.05121951,62.331,55.252,73.67560976,69.7,52.277,41.3,46.341,44.056,44.127,73.64714634,67.879,57.272,69.262,62.498,73.08072776,74.67317073,59.632,47.59881931,70.17536585,51.009,69.06170732,62.29169013,60.16702179,50.46491218,53.21638673,57.995,49.12607896,53.814,72.6232439,54.114,59.882,76.84658537,73.87560976,73.94317073,70.793,66.207,76.09170732,66.62439024,57.881,62.90378049,27.536,55.971,66.04634146,69.693,64.32022008,49.061,67.952,46.053,64.185,68.144,64.65183797,48.06381637,48.28691227,68.171,55.1876882,60.01610745,56.702,66.54986323,70.48219512,72.07260976,68.80853659,73.974,57.56,64.951,49.005,53.046,58.63716366,66.553,60.86899483,68.64,39.677,73.07785366,52.91,57.80939198,73.13,56.936,43.515,54.913,66.96539024,44.296,68.117,73.75243079,57.374,66.5695122,38.962,45.333,58.347,75.74317073,75.67170732,46.776,72.82926829,72.12532382,59.758,59.09028429,56.86,70.192,60.24,63.677,52.735,70.09756098,47.74488031,73.7002439,66.186,71.21463415,67.026,63.10286705,73.27540866,64.576,72.869,69.09097561,67.03390244,48.527,53.95884433,62.863,54.253,48.944,72.1902439,62.453,40.194,56.394,44.726,48.39469574,39.033,48.44501391,61.73620508,59.928,65.575,70.40853659,71.10487805,75.74097561,55.613,65.774,44.793,65.05445016,66.68745561,52.339,64.432,57.108,60.999,64.29735932,34.419,57.80939198,66.889,53.95884433,48.44501391,66.533,61.999,58.667,50.288,50,68.81782927,65.16100584,70.256,73.6097561,64.637,67.59,68.542,71.70012195,67.542,59.961,62.84166976,63.567,48.532,58.107,52.802,59.731
1981,72.538,43.923,44.404,70.416,58.97735932,68.701,69.777,70.91,68.818,74.66341463,72.81219512,64.28,47.083,73.62170732,47.643,46.984,53.376,71.57195122,69.951,67.615,70.601,69.81917073,69.921,50.883,62.976,72.618,67.786,46.204,59.647,49.476,75.46341463,70.37205018,75.69317073,73.668,69.655,67.26,51.525,51.933,46.651,54.506,67.38,51.265,61.794,72.678,68.30313349,74.004,74.983,70.72219512,72.95039024,54.049,74.2304878,63.234,59.519,65.50485617,56.53664538,66.56421393,66.2994376,70.43293337,64.089,58.995,73.8113852,46.927,75.52853659,68.97804878,43.675,73.0896319,50.40381719,73.74658537,64.217,74.3,62.528,56.061,74.02682927,69.726,52.585,42.002,47.133,44.402,44.819,73.9694878,68.012,57.719,69.567,62.565,73.43571798,75.32439024,60.427,47.92442616,70.34439024,51.347,69.13926829,62.6683952,60.54323679,50.94749037,53.57648542,58.489,49.66632485,54.268,72.85609756,53.453,59.448,76.52146341,74.26097561,74.35390244,71.012,66.656,76.41439024,66.70609756,58.316,63.26363415,33.342,56.266,66.54634146,70.028,64.70537626,49.386,68.113,46.474,64.771,68.484,65.03700893,48.54320904,48.6239072,68.529,55.63453981,60.38800394,57.319,66.94813737,70.46073171,72.35768293,68.78634146,74.33,58.339,65.022,49.26,53.998,59.03590246,67.031,61.2468956,68.764,40.435,73.31090244,53.315,58.1715086,73.334,57.074,43.521,55.486,67.40739024,44.646,68.461,74.15164237,57.69,66.70243902,39.45,45.637,58.757,75.93439024,75.86902439,47.45,73.62195122,72.49432324,60.659,59.5581324,57.206,70.537,60.804,63.87,53.276,71.05121951,48.06643757,73.79746341,66.571,71.61463415,67.192,63.38964259,73.59294072,65.234,73.239,69.36829268,67.26390244,49.498,54.41704991,63.66,54.342,49.94,72.58780488,62.798,40.386,56.658,45.068,48.71776034,39.206,48.76772282,62.10777895,60.014,65.873,70.62926829,71.20487805,76.02609756,56.453,66.359,45.071,65.49099617,66.9670073,52.863,64.993,57.314,61.311,64.69592047,36.185,58.1715086,67.128,54.41704991,48.76772282,66.694,62.924,59.297,50.421,49.955,68.81082927,65.51761158,70.536,74.0097561,64.914,68.031,68.795,71.93070732,67.942,60.528,63.18250513,63.937,49.778,58.637,52.863,60.203
1982,72.751,44.617,44.611,70.635,59.63599732,69.158,70.033,70.776,69.156,74.90487805,72.96097561,64.425,47.324,73.88804878,48.145,47.81,53.794,71.18609756,70.317,67.769,70.82,69.90821951,70.257,51.427,63.326,72.98,68.117,46.954,60.109,49.713,75.76341463,70.45547332,76.03390244,73.89,70.239,67.627,51.94,52.312,46.937,54.76,67.802,51.925,62.101,73.193,68.51780956,74.175,75.173,70.80780488,73.227,54.451,74.55121951,63.601,60.813,65.90065535,56.97972351,66.95963824,66.64520168,70.72359187,64.669,59.671,74.15439696,47.187,76.13414634,69.12682927,43.712,73.36659062,50.76055147,74.29804878,64.436,74.5,62.693,56.873,74.17804878,69.768,52.92,42.783,47.903,44.733,45.466,74.279,68.128,58.183,69.864,62.626,73.7635585,75.42926829,61.236,48.25027584,70.48268293,51.668,69.35780488,63.02719016,60.90007919,51.3754597,53.91036837,58.966,50.13381297,54.686,73.08807317,53.126,59.275,77.03780488,74.1097561,74.81463415,71.217,67.086,76.92292683,66.78780488,58.676,63.65887805,39.157,56.569,67.09512195,70.344,65.08669412,49.753,68.287,46.776,65.306,68.803,65.41724817,49.00533666,48.96261291,68.801,56.05112235,60.75007379,57.901,67.31861066,70.83682927,72.65346341,69.32829268,74.677,59.139,65.205,49.442,54.913,59.50274764,67.493,61.61385658,68.936,41.173,73.59814634,53.726,58.62408167,73.524,57.295,43.527,56.066,67.76536585,44.954,68.788,74.49815471,58.049,66.9195122,39.927,45.867,59.196,75.98853659,76.01097561,48.142,73.72439024,72.84010615,61.523,60.03033017,57.546,70.858,61.378,64.067,53.763,71.10243902,48.36639132,73.90858537,66.924,72.41463415,67.343,63.66332893,73.91868813,65.854,73.589,69.53170732,67.80609756,50.487,54.84126695,64.411,54.435,50.938,72.68780488,63.091,40.504,57.058,45.394,49.02555839,39.41,49.0746284,62.51503569,59.992,66.154,70.68902439,71.05365854,76.32731707,57.307,66.928,45.351,65.88737133,67.27105693,53.365,65.635,57.602,61.622,65.0901053,38.175,58.62408167,67.365,54.84126695,49.0746284,66.854,63.769,59.915,50.526,49.831,68.9012439,65.87701016,70.814,74.36097561,65.206,68.456,69.038,72.1662439,68.203,61.087,63.50891655,64.289,50.981,59.191,52.905,60.65
1983,72.929,45.324,44.799,70.876,60.31627713,69.585,70.262,70.519,69.491,75.14634146,73.01219512,64.587,47.581,73.86902439,48.71,48.486,54.225,71.38634146,70.651,67.962,71.061,70.06465854,70.575,51.98,63.68,73.303,68.421,47.702,60.543,49.872,76.06585366,70.38978517,76.03121951,74.101,70.782,67.949,52.314,52.67,47.208,54.978,68.187,52.58,62.392,73.657,68.71894792,74.315,75.358,70.59146341,73.50519512,54.828,74.4204878,63.964,62.029,66.25835637,57.41750894,67.28236449,66.76160541,70.79304154,65.246,60.372,74.22894198,47.441,75.90902439,69.37560976,43.885,73.4111651,51.10600459,74.20097561,64.651,74.8,62.834,57.674,74.37804878,69.844,53.286,43.64,48.645,45.046,46.039,74.56585366,68.234,58.661,70.151,62.684,73.86684115,75.27560976,62.05,48.57393401,70.27487805,51.987,68.97365854,63.34288478,61.21722414,51.77842726,54.19441426,59.423,50.59017627,55.074,73.31368293,53.287,59.454,76.84560976,74.45853659,74.6402439,71.416,67.5,76.96146341,67.66219512,58.94,64.0775122,44.173,56.886,67.54634146,70.64,65.46069367,50.162,68.478,46.962,65.793,69.11,65.78964526,49.45390866,49.29972378,68.975,56.44519013,61.07359962,58.437,67.60382058,70.77780488,72.95887805,69.11902439,75.02,59.936,65.499,49.56,55.787,60.0930757,67.942,61.93974787,69.162,41.879,73.94,54.14,59.20574327,73.693,57.595,43.56,56.643,68.03760976,45.216,69.09,74.6202615,58.464,68.58780488,40.385,46.023,59.671,76.16414634,76.06682927,48.852,73.77560976,72.97638782,62.356,60.47953807,57.882,71.163,61.958,64.26,54.197,71,48.64421738,74.03663415,67.255,72.26585366,67.479,63.92154645,74.0273735,66.407,73.922,69.72634146,67.65268293,51.342,55.24177056,65.122,54.534,51.945,73.03658537,63.338,40.545,57.601,45.696,49.31463203,39.671,49.36280843,62.83600101,59.878,66.409,70.47902439,70.54146341,76.55170732,58.158,67.477,45.63,66.24542982,67.3663712,53.839,66.353,57.975,61.92,65.47643144,40.132,59.20574327,67.6,55.24177056,49.36280843,67.015,64.53,60.52,50.613,49.615,69.0774878,66.1820974,71.085,74.46341463,65.504,68.856,69.272,72.4102439,68.439,61.632,63.75702134,64.617,52.117,59.766,52.915,61.025
1984,73.071,46.04,44.966,71.134,61.0037611,69.986,70.466,70.15,69.82,75.38780488,73.61219512,64.759,47.844,74.40487805,49.339,48.992,54.693,71.4997561,70.957,68.196,71.315,70.27192683,70.865,52.543,64.039,73.585,68.7,48.442,60.916,49.955,76.21707317,70.34911486,76.60853659,74.3,71.282,68.231,52.645,52.997,47.461,55.15,68.529,53.221,62.689,74.07,68.92094188,74.427,75.54,70.83756098,73.78292683,55.174,74.56219512,64.326,63.13,66.58140353,57.85364736,67.61493227,66.76328573,70.94383698,65.814,61.091,74.58734663,47.695,76.29536585,69.27804878,44.199,73.6693117,51.43621432,74.51902439,64.857,75,62.955,58.444,74.77804878,69.954,53.685,44.558,49.348,45.342,46.528,74.82912195,68.341,59.154,70.431,62.741,74.13827399,76.02926829,62.859,48.88997107,70.21853659,52.309,69.02585366,63.63221845,61.50769991,52.15884361,54.43980792,59.863,51.03238512,55.441,73.53146341,53.983,60.002,77.57658537,74.80731707,75.3895122,71.614,67.899,77.36536585,68.53658537,59.093,64.50492683,48.025,57.221,68.19512195,70.914,65.83211412,50.61,68.689,47.038,66.235,69.407,66.15817803,49.88615879,49.62955909,69.057,56.81999322,61.37230409,58.91,67.83580228,70.32,73.27192683,69.16292683,75.362,60.717,65.887,49.634,56.621,60.8008352,68.38,62.24018726,69.442,42.545,74.33097561,54.556,59.92376262,73.843,57.968,43.637,57.204,68.23036585,45.432,69.366,74.72538912,58.933,68.06341463,40.821,46.106,60.189,76.23317073,76.22439024,49.577,74.37073171,73.26320252,63.153,60.86252737,58.213,71.453,62.542,64.451,54.581,70.8,48.89652869,74.17763415,67.569,72.51463415,67.603,64.16171305,74.31708851,66.883,74.237,69.65878049,67.20268293,51.888,55.62692869,65.795,54.645,52.946,73.2902439,63.547,40.506,58.283,45.961,49.57891316,40.005,49.62587723,63.14339297,59.688,66.631,70.75097561,70.90243902,76.81585366,58.978,68.005,45.903,66.5685936,67.34282749,54.276,67.128,58.413,62.193,65.85879242,41.932,59.92376262,67.831,55.62692869,49.62587723,67.179,65.211,61.111,50.683,49.304,69.31734146,66.45864953,71.343,74.56341463,65.796,69.223,69.497,72.66221951,68.688,62.158,64.02154481,64.92,53.17,60.353,52.87,61.28
1985,73.181,46.761,45.107,71.388,61.67681575,70.363,70.65,69.698,70.137,75.62926829,73.81463415,64.913,48.08,74.5202439,50.034,49.323,55.21,71.22804878,71.237,68.474,71.534,70.99268293,71.11,53.115,64.406,73.825,68.96,49.173,61.167,49.966,76.36829268,70.31288347,76.73365854,74.486,71.737,68.473,52.922,53.273,47.705,55.26,68.823,53.843,63.004,74.429,69.12268799,74.511,75.718,71.04634146,74.05463415,55.488,74.42756098,64.692,64.087,66.87196543,58.29198521,67.90408529,67.20017693,71.15681631,66.371,61.806,74.75718779,47.956,76.2595122,69.3804878,44.633,73.77419084,51.74652158,74.22292683,65.041,75.3,63.064,59.153,74.62926829,70.088,54.127,45.52,49.998,45.627,46.938,75.0785122,68.462,59.661,70.701,62.801,74.26485845,76.43414634,63.643,49.18322418,70.88609756,52.637,68.97219512,63.96461172,61.82690953,52.50576646,54.63700399,60.287,51.44928398,55.801,73.74236585,55.196,60.877,77.60243902,75.20731707,75.47073171,71.823,68.283,77.6504878,68.53658537,59.12,64.91895122,50.563,57.579,68.79512195,71.167,66.20138935,51.084,68.918,47.004,66.644,69.698,66.52328916,50.29107285,49.93850784,69.079,57.17965874,61.69915069,59.309,68.12936922,70.50121951,73.5857561,69.29146341,75.702,61.469,66.33,49.694,57.424,61.61609249,68.809,62.57292694,69.76,43.17,74.75814634,54.97,60.76309863,73.981,58.392,43.772,57.735,68.37068293,45.606,69.621,74.74024503,59.451,68.76585366,41.241,46.127,60.761,76.28463415,75.91682927,50.324,73.82926829,73.4109149,63.915,61.22272786,58.54,71.732,63.132,64.655,54.925,70.54878049,49.11878575,74.30919512,67.9,72.81463415,67.723,64.37767728,74.45985944,67.278,74.537,69.70682927,67.85682927,51.685,56.00894438,66.43,54.768,53.914,73.8902439,63.724,40.377,59.097,46.146,49.80709835,40.423,49.85289686,63.43088145,59.442,66.819,70.73463415,71.35121951,76.66780488,59.749,68.508,46.162,66.85864027,67.69475031,54.673,67.911,58.847,62.426,66.23761739,43.482,60.76309863,68.054,56.00894438,49.85289686,67.344,65.831,61.682,50.726,48.892,69.57478049,66.80255741,71.583,74.56341463,66.059,69.551,69.715,72.92217073,68.972,62.659,64.27905293,65.194,54.12,60.946,52.72,61.356
1986,73.262,47.486,45.213,71.605,62.3141203,70.717,70.825,69.205,70.44,75.87073171,74.31707317,65.016,48.243,74.73170732,50.79,49.492,55.772,71.73073171,71.496,68.793,71.65,71.5495122,71.294,53.695,64.782,74.029,69.208,49.901,61.227,49.912,76.5195122,70.56513604,76.89902439,74.66,72.148,68.673,53.139,53.476,47.955,55.294,69.065,54.446,63.338,74.738,69.32977368,74.566,75.893,70.99731707,74.31373171,55.772,74.5797561,65.065,64.884,67.12958977,58.731698,68.1723283,68.02631174,71.64273645,66.911,62.487,75.05677778,48.23,76.5104878,70.08536585,45.147,74.03804965,52.03249735,74.56,65.19,75.6,63.169,59.767,74.92926829,70.226,54.622,46.503,50.577,45.907,47.293,75.32970732,68.612,60.176,70.96,62.869,74.50334652,76.68536585,64.382,49.43485616,71.41902439,52.97,69.17341463,64.33965513,62.17294761,52.81025224,54.78513783,60.7,51.82789199,56.169,73.95141463,56.828,61.979,77.99073171,74.95609756,75.77073171,72.056,68.649,78.06463415,68.91341463,59.01,65.29378049,51.916,57.962,69.44634146,71.398,66.56964662,51.566,69.163,46.862,67.03,69.985,66.88588433,50.65536615,50.20975339,69.086,57.52899492,62.04992573,59.632,68.4848005,72.08073171,73.89460976,70.62243902,76.036,62.188,66.772,49.781,58.213,62.48808212,69.232,62.93457881,70.094,43.759,75.20419512,55.375,61.68501695,74.116,58.836,43.975,58.226,68.49936585,45.746,69.866,74.80137957,60.007,69.06341463,41.654,46.101,61.394,76.2704878,76.24121951,51.095,74.12195122,73.6736357,64.638,61.59684222,58.863,72,63.731,64.895,55.242,70.84878049,49.30595962,74.40039024,68.284,73.26585366,67.85,64.56443642,74.70968206,67.604,74.821,69.49634146,69.3897561,50.233,56.40006967,67.028,54.901,54.813,74.24634146,63.872,40.147,60.025,46.2,49.98592349,40.931,50.03047633,63.72464517,59.161,66.978,71.02121951,71.80243902,76.93121951,60.46,68.981,46.397,67.11465807,68.4087297,55.028,68.641,59.183,62.605,66.61405714,44.755,61.68501695,68.266,56.40006967,50.03047633,67.507,66.414,62.231,50.725,48.378,69.7912439,67.20332372,71.804,74.61463415,66.27,69.835,69.923,73.18704878,69.293,63.131,64.57973312,65.443,54.959,61.54,52.402,61.199
1987,73.325,48.211,45.283,71.76,62.90134584,71.049,71.001,68.732,70.728,76.15170732,74.76829268,65.053,48.301,75.36585366,51.581,49.55,56.359,71.52682927,71.736,69.139,71.626,70.9902439,71.405,54.284,65.165,74.206,69.45,50.632,61.059,49.797,76.7195122,70.61176333,77.19756098,74.829,72.524,68.831,53.286,53.591,48.221,55.247,69.266,55.033,63.678,75.006,69.54871135,74.595,76.064,71.44560976,74.55968293,56.032,74.69121951,65.443,65.545,67.35458539,59.17196679,68.40965336,68.22880289,71.86019596,67.436,63.11,75.34820614,48.522,76.72804878,70.64390244,45.682,74.26640105,52.29384276,74.59195122,65.299,75.8,63.273,60.266,75.2804878,70.339,55.159,47.474,51.082,46.19,47.63,75.59814634,68.798,60.694,71.209,62.95,74.7600375,76.88292683,65.062,49.63176725,71.4702439,53.302,69.65121951,64.63905602,62.44952191,53.07308092,54.89434432,61.107,52.16414754,56.553,74.16253659,58.665,63.147,77.33902439,75.25853659,76.2195122,72.317,68.992,78.48365854,69.2902439,58.773,65.61119512,52.587,58.366,69.99756098,71.61,66.93788787,52.04,69.42,46.645,67.405,70.266,67.24679981,50.97440544,50.43095316,69.121,57.8886879,62.33380714,59.868,68.67792348,71.93463415,74.1937561,70.69292683,76.363,62.877,67.156,49.932,59.008,63.38292809,69.649,63.22846001,70.414,44.315,75.64482927,55.768,62.62528791,74.255,59.266,44.235,58.671,68.6555122,45.86,70.11,74.9581156,60.556,69.42682927,42.079,46.048,62.079,76.70512195,76.08170732,51.891,74.17804878,73.95331667,65.324,61.892557,59.18,72.257,64.338,65.186,55.548,70.89756098,49.4562091,74.43097561,68.719,73.66585366,67.993,64.91775813,74.99723058,67.888,75.091,69.22682927,69.44,47.409,56.80523584,67.589,55.039,55.61,74.54878049,63.998,39.827,61.024,46.115,50.10779411,41.513,50.15150445,64.0053627,58.874,67.113,71.08878049,72.00243902,77.09219512,61.081,69.423,46.601,67.33699537,68.56726279,55.336,69.265,59.355,62.727,66.98932231,45.831,62.62528791,68.463,56.80523584,50.15150445,67.666,66.989,62.758,50.671,47.784,70.49512195,67.47136739,72.008,74.76585366,66.416,70.078,70.123,73.45385366,69.624,63.574,64.83086224,65.67,55.692,62.109,51.888,60.792
1988,73.378,48.93,45.317,71.843,63.429687,71.361,71.186,68.332,71.004,76.43268293,75.21707317,65.021,48.244,75.56585366,52.372,49.545,56.958,71.60439024,71.962,69.496,71.461,71.34146341,71.437,54.881,65.553,74.372,69.691,51.372,60.651,49.624,76.9195122,70.86170823,77.22658537,75.004,72.872,68.954,53.357,53.611,48.502,55.119,69.436,55.605,64.015,75.243,69.7632028,74.607,76.231,71.64146341,74.7924878,56.271,74.77170732,65.822,66.097,67.55037495,59.60825727,68.58177793,68.29737667,71.98782028,67.943,63.662,75.53593039,48.841,76.74707317,70.69756098,46.194,74.46848552,52.52229232,74.57707317,65.365,76.1,63.38,60.633,75.3804878,70.407,55.717,48.399,51.518,46.481,47.981,75.8912439,69.024,61.214,71.45,63.046,74.8790614,77.08292683,65.679,49.77107156,71.48829268,53.628,70.02341463,64.92530384,62.70644029,53.28950435,54.95959747,61.512,52.45403745,56.963,74.37770732,60.516,64.246,77.08292683,74.43658537,76.37073171,72.601,69.311,78.39926829,68.84878049,58.422,65.85858537,52.999,58.783,70.54878049,71.805,67.30304612,52.497,69.689,46.399,67.775,70.54,67.60393929,51.25092134,50.59962819,69.209,58.22759745,62.59192651,60,68.84829638,71.76219512,74.48034146,70.61536585,76.68,63.535,67.44,50.176,59.823,64.21949381,70.062,63.49951942,70.7,44.838,76.06265854,56.144,63.52872602,74.395,59.655,44.541,59.065,68.86302439,45.957,70.358,74.97854162,61.044,69.45365854,42.53,45.99,62.803,76.8902439,76.2204878,52.712,74.42439024,74.10118485,65.975,62.09803313,59.493,72.506,64.949,65.534,55.855,71.33170732,49.57202366,74.39409756,69.177,73.71463415,68.157,64.85365656,75.09950377,68.156,75.349,69.38804878,69.46439024,43.361,57.23094947,68.116,55.182,56.283,74.69756098,64.114,39.439,62.044,45.912,50.17292983,42.149,50.21606205,64.13883618,58.608,67.233,71.20780488,72.44634146,76.97926829,61.572,69.831,46.772,67.5294731,68.67213954,55.592,69.745,59.335,62.796,67.36101646,46.791,63.52872602,68.641,57.23094947,50.21606205,67.816,67.574,63.266,50.561,47.145,70.49756098,67.71462537,72.201,74.76585366,66.495,70.283,70.312,73.71758537,69.943,63.986,65.03487342,65.883,56.331,62.619,51.173,60.136
1989,73.425,49.64,45.324,71.86,63.89898142,71.657,71.384,68.038,71.267,76.71365854,75.26585366,64.935,48.08,75.63268293,53.132,49.505,57.571,71.72243902,72.178,69.854,71.184,71.48292683,71.386,55.486,65.947,74.534,69.935,52.122,60.016,49.397,77.1195122,70.73197226,77.42121951,75.192,73.198,69.054,53.35,53.536,48.787,54.917,69.591,56.154,64.349,75.456,69.98418706,74.615,76.394,71.67560976,75.01314634,56.488,74.7997561,66.201,66.554,67.72465377,60.04785661,68.77215715,68.23777626,72.05106655,68.431,64.143,75.76188346,49.192,76.81365854,70.03902439,46.667,74.62942785,52.72578951,74.79219512,65.391,76.34878049,63.492,60.865,75.58292683,70.425,56.271,49.247,51.892,46.783,48.36,76.68780488,69.292,61.735,71.687,63.159,75.12374128,77.02926829,66.229,49.8646409,71.84463415,53.949,69.46170732,65.18221328,62.93418516,53.48597911,55.00013242,61.915,52.72715792,57.4,74.59590244,62.272,65.212,78.14097561,76.30731707,76.8195122,72.903,69.604,78.81804878,68.2902439,57.967,67.90731707,53.302,59.209,71.04878049,71.985,67.66853452,52.935,69.969,46.174,68.141,70.81,67.96019466,51.49640302,50.72806549,69.352,58.57517233,62.82668805,60.003,68.95931221,71.42536585,74.75241463,70.15536585,76.99,64.157,67.605,50.53,60.664,65.04125365,70.469,63.74980589,70.945,45.323,76.44526829,56.505,64.36465594,74.526,59.992,44.887,59.405,69.12402439,46.038,70.612,75.22629846,61.42,69.08536585,43.014,45.939,63.549,76.73414634,76.5004878,53.551,74.82439024,74.36154502,66.593,62.19614508,59.799,72.747,65.56,65.933,56.168,71.04390244,49.65896909,74.29895122,69.611,74.26585366,68.343,64.96467538,75.35028825,68.424,75.593,69.53073171,69.17170732,38.439,57.67713341,68.611,55.334,56.818,74.94634146,64.231,39.009,63.05,45.634,50.18985348,42.825,50.23251451,64.2412355,58.392,67.341,71.02634146,72.70487805,77.72682927,61.885,70.207,46.91,67.70047076,68.60608256,55.784,70.071,59.138,62.82,67.73224459,47.661,64.36465594,68.799,57.67713341,50.23251451,67.957,68.176,63.763,50.403,46.492,70.53902439,67.91456124,72.386,75.01707317,66.512,70.451,70.491,73.9782439,70.252,64.368,65.24739293,66.085,56.881,63.035,50.282,59.235
