step,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Puerto Rico,Virgin Islands
94,7753.5,1200.4,10424.8,4620.7,59739.7,9085.7,6577.2,1669.6,2493.7,30879.9,16035.5,2351.7,2540.7,23082.6,11586.5,5872.4,5315.8,7136.5,7436.4,2390.6,10038.8,12854.2,16336.6,10660.1,4406.8,10815.5,1711.7,3720.4,5092.5,2499.0,15674.8,3225.5,33530.2,16008.5,1376.9,20894.1,6108.8,6697.1,22494.1,1887.2,7487.7,1563.6,10824.4,40693.6,4916.9,1185.9,14473.1,11543.4,2780.2,11066.6,1121.9,3838.5,145.4
95,7767.9,1200.7,10402.0,4624.7,59749.2,9093.7,6581.2,1675.4,2500.8,30831.4,16038.7,2363.6,2538.2,23086.3,11575.4,5865.4,5305.8,7130.3,7451.6,2390.8,10048.6,12852.5,16327.0,10662.0,4414.8,10814.9,1713.5,3723.5,5104.0,2501.3,15677.6,3231.1,33561.6,16034.0,1378.2,20880.0,6095.2,6700.7,22495.3,1884.7,7493.7,1564.0,10830.2,40783.2,4918.5,1187.2,14475.2,11554.1,2785.8,11079.4,1126.8,3799.8,145.1
96,7749.6,1208.4,10382.4,4625.9,59529.7,9100.1,6605.5,1672.7,2494.8,30704.9,16057.1,2358.9,2523.4,23115.1,11566.1,5874.1,5323.7,7142.6,7436.6,2388.2,10065.6,12882.0,16285.4,10673.3,4421.0,10831.3,1716.9,3738.4,5085.7,2509.4,15713.7,3222.4,33656.2,16035.9,1386.3,20917.3,6141.3,6691.9,22527.6,1885.4,7512.9,1574.6,10836.2,40903.2,4890.0,1187.8,14503.4,11570.6,2794.1,11093.6,1132.7,3824.2,147.0
97,7748.2,1207.2,10359.9,4635.9,59571.1,9121.2,6608.3,1676.3,2495.2,30668.8,16052.2,2360.7,2523.9,23088.6,11562.9,5873.2,5327.7,7138.8,7457.4,2389.1,10062.1,12894.2,16266.7,10687.4,4420.4,10833.6,1716.9,3735.7,5074.4,2504.8,15708.1,3231.8,33661.0,16056.6,1391.7,20890.2,6162.0,6692.0,22518.1,1881.5,7506.3,1578.7,10839.0,41019.3,4891.4,1189.7,14500.9,11587.4,2798.2,11095.2,1135.9,3821.7,146.6
98,7729.9,1206.4,10308.8,4625.7,59496.5,9115.7,6612.1,1673.4,2503.3,30541.2,16010.1,2358.7,2525.6,23059.4,11514.1,5869.0,5336.6,7113.6,7452.7,2388.5,10041.4,12897.7,16197.1,10682.5,4408.6,10805.9,1718.7,3736.7,5059.4,2503.1,15703.2,3232.3,33653.9,16030.1,1396.6,20766.2,6159.7,6686.5,22489.6,1877.9,7488.9,1579.0,10815.6,40980.9,4887.0,1187.1,14482.7,11584.7,2786.6,11080.8,1136.3,3817.0,146.6
99,7738.6,1206.5,10269.6,4617.2,59518.0,9128.2,6601.0,1674.1,2508.2,30326.4,15968.0,2354.4,2523.4,23056.2,11516.0,5870.0,5346.8,7114.9,7462.8,2388.7,10046.2,12902.1,16096.1,10646.8,4411.3,10813.0,1710.0,3733.3,5053.4,2502.7,15665.1,3231.8,33703.4,15973.7,1395.2,20793.3,6154.3,6678.3,22535.9,1873.3,7456.9,1575.4,10794.3,41084.6,4886.5,1189.3,14499.7,11579.0,2785.3,11061.8,1136.2,3804.1,145.0
100,7719.0,1215.0,10240.6,4611.7,59357.4,9129.2,6589.6,1664.3,2514.3,30175.4,15933.1,2350.0,2523.3,23037.4,11519.2,5873.7,5335.3,7123.5,7463.0,2387.4,10021.9,12886.3,16068.0,10648.3,4401.5,10811.0,1709.4,3732.6,5041.5,2500.0,15618.1,3225.3,33693.5,15944.6,1396.9,20766.9,6150.6,6658.0,22532.8,1869.5,7452.4,1577.9,10778.9,41118.0,4874.9,1188.9,14474.0,11571.4,2814.6,11064.7,1140.6,3799.2,145.7
101,7698.8,1214.3,10199.6,4615.6,59255.5,9118.7,6583.5,1660.5,2519.8,30039.8,15899.3,2342.3,2518.2,23007.2,11499.3,5865.2,5341.6,7103.3,7467.4,2388.5,9993.2,12879.9,16104.9,10637.3,4384.5,10807.8,1702.3,3725.2,5018.9,2500.9,15596.0,3226.0,33683.4,15914.4,1397.5,20737.4,6141.9,6641.1,22504.6,1865.8,7424.1,1575.3,10746.6,41137.7,4869.9,1183.0,14466.3,11567.8,2783.6,11055.5,1142.3,3830.8,145.7
102,7690.2,1216.4,10132.0,4611.6,59133.5,9110.2,6559.4,1656.5,2533.6,29877.7,15838.5,2330.7,2518.1,22985.0,11466.3,5870.6,5327.1,7079.2,7458.5,2381.9,9991.6,12875.8,15935.8,10629.9,4351.9,10759.9,1704.9,3722.4,4992.6,2499.9,15545.6,3219.5,33712.4,15878.8,1405.5,20682.1,6155.8,6629.9,22482.9,1854.7,7374.6,1575.4,10709.4,41186.9,4863.6,1180.9,14455.2,11571.7,2792.3,11048.3,1144.3,3787.3,145.3
103,7668.3,1213.9,10118.4,4609.7,58907.0,9100.5,6551.5,1653.0,2548.1,29729.1,15788.2,2330.0,2504.4,22947.7,11444.1,5867.0,5298.2,7073.1,7481.9,2372.9,9975.6,12858.6,15945.6,10619.0,4353.0,10763.3,1701.1,3724.4,4963.6,2497.6,15497.2,3220.8,33676.4,15838.8,1401.9,20622.4,6156.0,6605.8,22463.4,1853.0,7355.3,1579.2,10685.1,41200.7,4861.7,1177.7,14434.4,11571.1,2786.7,11029.1,1143.5,3782.6,145.2
104,7646.8,1216.1,10063.5,4606.3,58793.0,9079.6,6531.9,1647.3,2531.0,29593.9,15722.3,2310.3,2492.9,22869.7,11414.1,5864.9,5316.5,7031.4,7412.8,2363.3,9947.6,12834.3,15870.9,10599.0,4338.9,10755.3,1697.4,3723.1,4937.7,2495.9,15460.5,3222.8,33594.4,15812.3,1404.5,20566.6,6159.2,6592.3,22439.8,1848.8,7344.9,1576.7,10641.3,41090.6,4848.7,1177.9,14404.2,11535.7,2790.6,11034.7,1145.5,3778.2,143.8
105,7600.8,1212.4,9975.2,4589.1,58392.9,9038.6,6506.7,1640.8,2516.2,29354.9,15614.3,2294.4,2464.7,22778.8,11348.5,5848.5,5316.7,6998.0,7478.9,2362.3,9920.8,12805.5,15773.0,10574.8,4325.9,10720.3,1691.3,3727.4,4873.7,2485.4,15380.9,3209.4,33486.1,15699.6,1404.2,20453.0,6146.3,6541.8,22364.5,1838.8,7297.5,1576.0,10578.9,41121.2,4814.3,1175.0,14360.8,11396.0,2791.4,10988.5,1148.4,3752.1,143.6
106,7539.5,1211.0,9891.0,4570.5,57983.4,8998.2,6484.1,1637.9,2511.8,29166.9,15515.3,2299.5,2439.8,22656.6,11272.2,5823.3,5304.3,6973.3,7479.4,2349.8,9879.1,12754.6,15660.9,10522.9,4307.2,10670.3,1687.0,3719.6,4818.4,2478.7,15294.7,3194.0,33375.5,15601.0,1405.6,20327.3,6135.3,6482.4,22256.2,1828.7,7251.9,1571.5,10505.7,41068.0,4786.1,1172.7,14301.6,11412.2,2787.6,10942.7,1144.1,3735.0,142.7
107,7505.2,1217.6,9796.4,4548.0,57651.8,8941.8,6450.1,1624.8,2507.8,28985.6,15435.5,2272.0,2425.3,22514.2,11170.8,5807.2,5289.7,6925.7,7473.4,2339.7,9843.4,12695.9,15535.0,10468.4,4279.4,10617.1,1678.3,3712.7,4758.6,2461.6,15223.1,3172.4,33252.4,15516.3,1403.1,20207.2,6123.0,6412.2,22191.2,1821.5,7198.0,1570.0,10441.4,40942.0,4756.6,1164.5,14243.5,11324.3,2778.4,10884.9,1137.6,3741.4,141.9
108,7407.7,1207.9,9703.5,4527.2,57100.0,8887.0,6411.9,1613.7,2518.2,28682.7,15303.9,2263.6,2398.0,22316.5,11006.2,5770.5,5269.4,6848.1,7429.6,2326.9,9783.4,12576.5,15124.8,10399.6,4247.7,10546.1,1657.2,3695.5,4694.4,2454.9,15158.1,3146.3,33068.1,15321.1,1394.8,20018.7,6081.9,6348.0,22037.7,1806.3,7107.1,1565.0,10339.9,40694.4,4704.8,1156.5,14133.1,11267.3,2764.4,10779.3,1127.1,3692.3,140.2
109,7353.9,1209.2,9585.0,4516.2,56572.7,8808.0,6381.2,1605.6,2511.2,28461.7,15187.6,2250.1,2374.1,22176.2,10944.8,5753.6,5236.0,6811.9,7416.6,2311.8,9752.5,12544.2,15121.1,10337.1,4225.2,10496.5,1650.7,3682.4,4640.6,2437.8,15094.2,3124.2,32975.2,15233.9,1396.9,19911.1,6052.8,6288.0,21963.5,1798.6,7051.4,1560.0,10258.7,40424.4,4669.5,1153.2,14073.5,11180.9,2755.1,10712.9,1117.2,3673.8,139.6
110,7307.1,1206.4,9504.5,4487.3,56197.8,8740.3,6339.5,1594.2,2498.1,28256.4,15082.7,2240.9,2352.1,22006.0,10861.1,5716.6,5196.8,6769.0,7372.6,2297.5,9706.3,12482.0,15018.7,10270.4,4188.8,10431.0,1633.4,3669.2,4580.4,2421.4,14993.5,3096.7,32819.9,15089.5,1393.7,19772.0,6014.6,6223.6,21821.1,1786.6,6998.5,1552.4,10170.1,40166.7,4637.4,1147.1,13993.3,11089.6,2741.9,10635.1,1109.3,3653.5,139.3
111,7275.4,1203.8,9406.9,4467.9,55792.1,8662.5,6270.7,1582.4,2477.2,28069.3,14989.5,2227.0,2332.5,21803.0,10758.9,5681.5,5149.7,6734.6,7317.8,2295.7,9673.6,12424.3,14939.5,10204.2,4164.9,10361.4,1634.3,3645.4,4520.2,2409.2,14908.6,3075.7,32527.0,14971.7,1381.2,19575.4,5960.1,6180.9,21703.3,1773.8,6952.0,1535.3,10084.4,39880.4,4589.9,1138.3,13911.8,10990.1,2720.7,10540.2,1096.6,3648.9,137.7
112,7252.5,1204.1,9367.2,4442.4,55623.2,8649.6,6276.4,1585.6,2485.6,27984.6,14940.8,2221.0,2326.8,21752.7,10723.4,5675.4,5134.2,6726.9,7317.1,2297.2,9673.8,12409.0,14807.3,10191.9,4158.2,10340.3,1632.9,3644.5,4488.5,2414.6,14923.3,3073.2,32576.9,14946.3,1395.4,19498.4,5939.1,6167.0,21685.7,1775.2,6933.2,1545.8,10059.3,39786.4,4582.6,1142.1,13924.3,10978.9,2721.0,10527.8,1099.9,3643.3,138.3
113,7220.4,1201.7,9319.0,4432.1,55371.2,8601.4,6248.7,1574.8,2490.5,27879.7,14893.5,2223.9,2329.1,21663.0,10655.8,5654.4,5115.5,6709.0,7288.0,2282.1,9664.5,12368.1,14654.5,10134.3,4149.1,10315.9,1634.7,3633.6,4462.9,2402.7,14882.0,3063.1,32521.6,14886.0,1396.2,19391.1,5924.7,6148.0,21623.5,1771.0,6898.3,1541.1,9997.3,39656.8,4564.5,1135.6,13904.2,10941.5,2724.0,10475.9,1085.9,3621.6,137.0
114,7209.2,1203.5,9285.6,4433.7,54935.8,8565.5,6216.0,1568.6,2511.3,27763.1,14822.2,2211.8,2315.1,21579.7,10613.0,5635.8,5096.8,6696.2,7279.6,2277.2,9619.2,12322.4,14623.4,10118.1,4141.1,10283.3,1629.7,3638.5,4435.5,2388.8,14822.7,3057.1,32607.2,14828.9,1394.4,19279.2,5904.6,6141.1,21561.4,1757.9,6883.0,1543.7,9982.8,39526.1,4542.0,1130.9,13857.0,10882.7,2705.3,10434.1,1079.3,3568.9,137.3
115,7181.4,1203.1,9247.6,4429.8,54780.7,8543.2,6208.2,1565.5,2511.8,27669.3,14768.0,2204.0,2308.9,21532.4,10677.3,5641.2,5077.6,6693.3,7279.2,2272.1,9609.8,12320.0,14631.2,10090.2,4129.6,10280.5,1627.0,3627.0,4417.2,2388.7,14807.6,3057.7,32559.8,14802.3,1394.2,19241.4,5886.0,6115.5,21537.1,1756.9,6868.0,1535.0,9965.7,39436.0,4533.5,1136.7,13847.7,10863.0,2704.5,10405.3,1074.3,3535.2,137.5
116,7159.4,1203.7,9203.1,4421.2,54603.4,8530.3,6211.0,1564.0,2485.2,27590.5,14721.4,2198.2,2306.5,21499.7,10654.9,5638.6,5067.3,6698.2,7272.3,2279.1,9589.7,12328.8,14656.3,10036.7,4120.3,10253.8,1624.5,3621.2,4410.3,2394.2,14788.7,3049.3,32423.6,14787.8,1400.1,19265.7,5866.0,6111.6,21531.0,1758.8,6844.2,1536.4,9950.6,39391.9,4533.1,1130.7,13806.8,10846.6,2691.2,10400.2,1074.8,3516.3,136.2
117,7139.4,1206.6,9172.6,4405.5,54716.5,8515.3,6191.7,1564.9,2503.6,27541.5,14699.4,2197.6,2314.2,21459.9,10652.9,5622.7,5052.9,6695.7,7240.6,2273.6,9582.9,12314.7,14673.6,10076.2,4100.9,10221.8,1625.2,3617.5,4385.1,2391.2,14744.5,3036.4,32352.1,14718.6,1399.0,19232.5,5842.7,6094.6,21539.2,1759.1,6839.4,1531.6,9953.2,39344.8,4523.6,1132.1,13802.1,10831.2,2689.9,10399.9,1066.8,3522.8,136.4
118,7150.4,1203.5,9161.8,4413.1,54669.3,8505.8,6189.8,1559.3,2508.2,27546.1,14696.9,2189.1,2309.1,21460.7,10678.8,5620.0,5056.3,6701.8,7238.7,2272.2,9573.0,12321.6,14648.6,10073.0,4105.3,10217.4,1626.1,3616.1,4382.5,2386.5,14747.8,3030.8,32362.8,14717.0,1401.7,19224.6,5840.6,6087.7,21535.4,1758.3,6832.1,1534.0,9965.4,39341.9,4523.5,1133.4,13807.7,10803.3,2693.3,10387.1,1067.2,3510.2,135.9
119,7143.1,1202.6,9140.1,4406.2,54587.0,8485.8,6183.7,1552.6,2510.4,27482.5,14681.7,2186.9,2305.5,21415.8,10669.5,5608.0,5039.3,6685.4,7205.9,2273.2,9556.1,12342.1,14652.4,10078.8,4100.4,10207.4,1620.8,3598.0,4386.7,2389.4,14755.3,3027.2,32359.5,14692.9,1402.6,19213.0,5830.1,6083.1,21516.5,1759.1,6814.7,1529.5,9935.1,39323.7,4514.7,1131.7,13788.0,10787.7,2701.6,10386.1,1064.0,3505.1,136.9
120,7136.9,1206.6,9144.5,4398.0,54457.0,8460.5,6123.7,1548.8,2513.8,27470.1,14658.3,2198.7,2288.0,21416.4,10690.2,5607.2,5037.5,6675.1,7193.3,2275.4,9553.0,12400.5,14657.3,10060.4,4098.2,10172.3,1625.2,3591.2,4351.1,2383.5,14719.4,3024.6,32382.7,14684.5,1402.8,19220.3,5829.8,6078.5,21498.5,1761.9,6826.2,1524.6,9956.6,39444.9,4519.6,1133.2,13759.2,10792.4,2692.7,10381.5,1065.6,3507.2,138.8
121,7126.4,1203.5,9135.0,4389.9,54395.3,8480.8,6124.1,1537.9,2497.6,27479.4,14644.0,2190.5,2295.0,21435.1,10684.4,5609.9,5026.1,6645.1,7187.4,2272.2,9420.1,12383.9,14644.9,10050.2,4097.1,10175.0,1619.4,3595.8,4342.7,2379.9,14672.3,3026.0,32394.1,14659.4,1408.1,19201.4,5826.4,6075.7,21445.7,1759.8,6832.2,1525.3,9941.7,39434.0,4510.5,1131.1,13683.5,10775.6,2688.4,10385.3,1066.5,3508.0,140.5
122,7140.9,1204.3,9139.2,4410.5,54407.0,8486.6,6132.7,1550.8,2517.3,27500.5,14672.4,2190.5,2299.7,21435.5,10710.0,5620.4,5028.1,6677.7,7216.2,2274.8,9560.3,12384.8,14638.9,10056.8,4106.4,10180.5,1625.0,3593.5,4333.5,2387.5,14679.0,3027.2,32462.9,14698.6,1414.3,19229.8,5842.5,6083.1,21530.7,1762.0,6838.4,1527.6,9957.0,39550.1,4519.4,1134.0,13760.6,10792.0,2708.8,10396.1,1067.4,3522.6,139.9
123,7153.1,1210.3,9153.4,4421.6,54756.4,8494.7,6171.7,1560.4,2536.6,27573.0,14685.9,2193.5,2303.7,21489.3,10748.1,5639.2,5056.0,6708.7,7222.1,2276.4,9622.8,12410.5,14710.0,10101.0,4129.2,10191.1,1624.9,3608.3,4347.5,2387.8,14743.1,3031.1,32586.0,14739.0,1428.5,19282.4,5861.0,6100.1,21629.6,1762.3,6884.2,1535.1,10006.6,39623.0,4530.5,1145.0,13851.0,10812.8,2710.2,10430.9,1074.7,3478.2,139.1
124,7192.4,1213.6,9190.9,4452.7,54895.2,8525.3,6201.7,1566.5,2542.9,27714.0,14757.0,2201.2,2311.4,21557.9,10788.1,5638.5,5070.5,6735.6,7248.9,2283.4,9646.7,12462.2,14751.1,10101.7,4147.2,10200.6,1630.9,3614.3,4358.6,2396.1,14768.6,3039.6,32701.4,14801.6,1429.9,19320.2,5888.8,6121.4,21709.7,1765.7,6925.2,1534.9,10068.4,39826.9,4543.4,1140.3,13923.5,10841.3,2749.2,10429.6,1077.2,3491.9,138.3
125,7190.3,1220.1,9160.5,4480.3,54864.2,8518.3,6185.2,1568.6,2549.4,27687.4,14751.1,2194.8,2300.2,21533.1,10771.9,5627.7,5078.1,6741.1,7278.1,2268.8,9651.3,12411.7,14765.9,10101.3,4154.4,10191.3,1626.3,3624.6,4354.4,2389.2,14763.1,3047.0,32663.3,14786.8,1425.6,19324.8,5900.5,6131.1,21726.8,1764.0,6909.5,1539.5,10045.9,39842.8,4544.1,1138.4,13917.8,10836.4,2729.0,10426.7,1075.8,3472.2,138.8
126,7187.8,1226.8,9136.4,4460.9,54776.8,8522.1,6203.8,1576.8,2556.0,27701.8,14778.0,2202.8,2304.0,21455.0,10809.1,5622.2,5077.8,6718.3,7246.7,2269.9,9639.1,12432.4,14834.2,10101.9,4151.2,10188.8,1628.4,3628.0,4352.6,2391.1,14722.5,3042.3,32646.5,14796.2,1430.7,19304.2,5895.4,6112.6,21708.4,1768.6,6928.9,1542.6,10054.3,39819.4,4551.2,1147.5,13940.1,10821.9,2734.2,10442.5,1071.1,3470.2,139.4
127,7173.2,1224.8,9129.5,4464.9,54783.9,8525.4,6211.8,1577.9,2526.3,27703.2,14768.1,2199.2,2305.1,21562.1,10805.6,5620.3,5082.0,6717.5,7247.8,2264.8,9639.5,12436.9,14784.1,10112.7,4138.1,10246.4,1629.0,3630.3,4349.6,2389.5,14698.6,3029.7,32594.8,14800.1,1434.8,19296.1,5890.5,6129.0,21744.2,1772.7,6929.7,1543.2,10045.2,39884.0,4547.9,1143.1,13921.7,10821.6,2731.4,10453.2,1076.6,3460.5,139.2
128,7156.0,1227.6,9101.5,4447.8,54742.7,8507.3,6207.9,1578.8,2543.3,27620.3,14758.5,2199.6,2300.9,21572.9,10771.7,5614.4,5056.9,6735.3,7245.2,2274.1,9638.2,12430.1,14832.0,10100.8,4138.1,10212.1,1628.3,3623.0,4322.1,2388.9,14663.3,3009.8,32603.4,14782.4,1440.0,19345.2,5880.0,6118.9,21725.7,1770.6,6919.1,1542.2,10045.8,39902.6,4549.3,1144.4,13909.4,10820.7,2725.5,10444.7,1081.0,3454.5,139.7
129,7184.3,1230.8,9158.4,4446.3,54962.5,8537.7,6227.5,1573.7,2549.6,27749.6,14801.7,2207.9,2315.7,21645.6,10817.1,5644.1,5086.2,6763.5,7251.0,2277.2,9667.3,12484.9,14892.3,10158.9,4148.3,10224.9,1628.1,3627.3,4337.2,2396.7,14699.5,3021.5,32726.9,14852.8,1455.4,19425.3,5916.1,6152.2,21791.7,1767.0,6935.7,1548.0,10078.2,40099.0,4564.8,1152.9,13944.3,10874.9,2735.3,10483.6,1083.8,3447.2,139.3
130,7175.0,1232.9,9169.0,4445.6,54974.3,8539.6,6222.1,1571.7,2549.1,27723.7,14798.0,2219.5,2313.7,21662.0,10811.2,5646.9,5071.8,6762.2,7246.4,2276.1,9656.5,12490.2,14898.9,10169.2,4134.3,10221.1,1624.6,3623.0,4338.6,2394.5,14680.7,3020.4,32773.9,14856.9,1460.0,19439.6,5915.3,6151.5,21814.3,1771.5,6927.5,1549.8,10070.9,40115.0,4571.5,1146.2,13949.7,10875.7,2733.3,10492.8,1078.9,3441.8,142.4
131,7168.1,1232.5,9194.1,4449.0,55040.2,8556.5,6227.9,1576.6,2552.4,27742.9,14800.5,2211.1,2309.7,21677.3,10822.5,5654.3,5081.8,6778.4,7264.5,2277.0,9669.7,12505.6,14901.1,10167.1,4140.3,10213.2,1625.4,3625.3,4344.1,2399.4,14689.4,3025.8,32798.1,14856.8,1467.8,19456.5,5927.7,6146.7,21834.8,1770.1,6948.7,1547.2,10074.6,40203.7,4580.5,1143.0,13951.2,10883.5,2725.8,10484.6,1077.5,3445.4,141.6
132,7147.3,1234.5,9194.0,4442.5,55077.4,8583.2,6227.7,1576.9,2571.4,27799.6,14706.9,2208.9,2314.1,21689.4,10868.6,5655.5,5082.9,6757.9,7276.5,2273.5,9669.7,12512.0,14959.0,10203.7,4130.4,10210.6,1625.8,3617.8,4353.9,2398.5,14660.9,3020.4,32974.3,14827.1,1471.3,19478.1,5920.8,6169.4,21850.5,1768.7,6918.9,1543.3,10090.7,40265.4,4584.1,1146.3,13984.4,10911.4,2720.6,10507.5,1077.3,3442.6,139.8
133,7159.9,1232.2,9205.6,4428.7,55144.7,8572.9,6241.4,1583.4,2573.1,27786.8,14848.9,2220.8,2312.5,21703.6,10878.8,5660.7,5072.7,6776.6,7292.5,2281.8,9683.8,12521.2,14969.7,10217.5,4128.6,10205.9,1626.9,3619.4,4355.4,2400.1,14683.4,3024.0,33010.2,14906.6,1477.2,19503.7,5888.4,6173.8,21872.0,1769.8,6951.8,1545.9,10128.7,40276.8,4594.8,1145.6,14008.1,10910.5,2733.9,10507.8,1078.5,3444.4,140.9
134,7163.2,1232.2,9211.6,4441.0,55124.9,8593.0,6235.2,1583.4,2577.2,27814.0,14877.3,2224.2,2311.5,21740.3,10907.6,5669.2,5075.2,6788.2,7302.2,2281.5,9699.8,12528.2,15020.4,10232.2,4138.9,10230.1,1631.2,3626.5,4353.3,2403.7,14685.4,3028.3,33034.3,14923.6,1486.2,19525.7,5938.4,6180.9,21900.0,1772.0,6964.0,1546.1,10145.3,40446.9,4602.2,1147.9,14020.3,10910.0,2735.5,10521.8,1081.2,3437.6,140.9
135,7159.6,1234.6,9235.2,4477.1,55246.8,8632.2,6274.7,1592.2,2587.5,27929.3,14916.5,2216.5,2323.5,21796.1,10936.4,5690.5,5102.1,6797.5,7312.8,2278.6,9706.1,12559.3,15076.6,10257.8,4138.2,10248.7,1633.5,3642.6,4362.5,2411.6,14708.6,3032.4,33139.2,14948.3,1491.6,19566.1,5967.3,6185.1,21952.3,1778.3,6992.7,1549.2,10188.4,40590.0,4618.6,1146.4,14024.6,10950.4,2746.8,10529.6,1082.8,3450.9,141.0
136,7156.7,1232.8,9261.6,4448.7,55269.9,8635.7,6259.2,1580.2,2579.9,27911.7,14917.6,2218.8,2323.0,21778.3,10960.1,5685.2,5103.7,6786.8,7309.4,2271.3,9698.5,12561.5,15092.7,10289.7,4137.5,10244.9,1635.3,3639.8,4365.8,2404.5,14696.0,3032.9,33110.4,14953.4,1498.5,19549.7,5966.7,6179.7,21946.9,1776.1,6993.1,1552.1,10205.3,40627.7,4617.4,1150.5,14011.3,10954.0,2748.4,10531.5,1085.7,3441.3,140.5
137,7142.2,1239.2,9225.3,4439.0,55247.2,8635.8,6249.2,1578.5,2588.4,27887.1,14911.7,2214.1,2323.8,21782.1,10924.6,5683.7,5083.7,6803.9,7289.0,2272.5,9700.3,12543.9,15114.8,10292.7,4138.9,10230.4,1635.1,3645.8,4362.7,2401.8,14696.0,3033.0,33132.1,14975.3,1502.6,19523.0,5970.1,6185.7,21980.7,1777.4,6994.5,1557.6,10203.0,40725.1,4627.6,1149.4,14004.8,10950.2,2740.2,10527.4,1088.0,3451.3,139.7
138,7168.8,1241.2,9228.4,4477.1,55438.5,8659.0,6272.8,1579.7,2600.1,27985.6,14942.2,2231.9,2337.9,21836.1,10969.5,5695.9,5118.7,6803.8,7327.5,2287.3,9742.5,12627.1,15200.1,10246.5,4144.2,10254.3,1636.3,3650.6,4378.1,2404.1,14738.2,3042.1,33254.9,14994.1,1519.1,19668.4,5995.5,6198.0,21962.5,1781.3,7008.1,1556.8,10249.4,40871.9,4653.8,1151.1,14053.9,10995.2,2751.3,10572.6,1091.6,3468.5,140.0
139,7168.7,1241.5,9281.0,4477.9,55494.7,8681.8,6262.5,1575.1,2595.7,28007.9,14948.5,2228.7,2341.1,21874.7,10971.4,5707.6,5120.6,6836.7,7328.3,2286.3,9717.7,12613.9,15213.8,10332.6,4134.4,10245.9,1644.4,3649.0,4378.2,2402.9,14717.9,3029.6,33227.2,15009.3,1529.6,19697.1,5982.3,6202.5,21961.6,1776.6,7011.9,1558.3,10264.2,40944.9,4663.0,1156.7,14041.3,11010.2,2756.5,10565.4,1098.1,3443.3,138.6
140,7185.2,1250.2,9307.6,4475.0,55612.1,8715.7,6272.4,1581.7,2607.9,28080.6,14975.4,2236.9,2345.3,21896.8,11024.6,5727.5,5115.9,6848.9,7340.6,2291.1,9736.4,12654.1,15253.4,10380.0,4143.2,10260.2,1651.3,3660.6,4386.9,2409.1,14753.7,3030.0,33331.0,15026.0,1545.5,19704.9,6026.9,6213.1,22008.6,1779.1,7014.3,1563.7,10274.0,41045.5,4675.1,1157.9,14119.8,11015.6,2770.4,10582.0,1101.6,3457.2,139.1
141,7173.7,1252.0,9315.5,4493.6,55649.5,8703.4,6263.7,1574.2,2597.9,28084.9,14950.2,2238.5,2348.7,21888.5,11035.0,5723.4,5125.8,6844.8,7340.1,2288.4,9751.0,12652.9,15281.0,10352.9,4143.9,10248.1,1652.4,3664.3,4391.5,2411.2,14759.6,3018.2,33310.1,15015.0,1553.0,19710.6,6020.4,6211.4,22009.0,1780.1,7012.6,1568.0,10294.4,41032.1,4678.7,1158.4,14099.3,11011.0,2776.0,10568.2,1101.2,3459.1,138.1
142,7179.8,1250.8,9332.5,4491.4,55748.5,8723.1,6266.6,1575.5,2593.8,28114.2,14965.7,2244.3,2358.7,21905.3,11028.1,5733.1,5129.9,6859.3,7343.3,2291.4,9746.0,12660.6,15307.3,10364.4,4141.5,10259.0,1655.4,3671.6,4389.9,2418.4,14767.2,3018.7,33375.2,15040.3,1566.3,19762.7,6020.2,6223.2,22048.5,1782.1,7014.9,1568.1,10311.1,41105.2,4684.5,1158.1,14116.0,11033.4,2783.1,10573.7,1104.0,3482.7,137.7
143,7177.8,1247.9,9348.1,4489.8,55838.4,8746.8,6279.8,1578.7,2600.2,28167.8,14957.9,2247.2,2363.8,21925.6,11064.1,5738.7,5133.4,6856.6,7351.8,2288.3,9769.5,12677.2,15309.6,10385.6,4136.5,10268.2,1658.7,3675.1,4391.1,2415.6,14785.8,3018.4,33445.0,15061.8,1581.8,19802.0,6031.6,6229.0,22053.3,1782.6,7029.1,1573.2,10320.9,41206.1,4705.3,1162.0,14112.1,11033.0,2791.9,10589.7,1105.6,3471.3,137.7
144,7202.1,1253.9,9377.7,4493.5,56075.4,8761.9,6293.7,1579.1,2603.4,28252.6,14999.2,2222.5,2354.1,21987.6,11113.9,5748.3,5158.7,6887.2,7373.7,2287.8,9804.2,12730.3,15361.5,10385.6,4157.7,10293.5,1664.1,3687.0,4404.5,2422.9,14834.1,3012.8,33542.8,15134.2,1604.1,19871.5,6055.2,6243.4,22081.0,1788.3,7066.4,1573.0,10349.2,41371.2,4722.2,1162.9,14164.0,11042.7,2795.5,10574.6,1104.9,3494.5,136.8
