Color Name,Description,Time Stamp,L,A,B,L,C,H,X,Y,Z,R,G,B,HEX,C,M,Y,K,ACES-R,ACES-G,ACES-B,ACEScg-R,ACEScg-G,ACEScg-B,Lin.sRGB-R,Lin.sRGB-G,Lin.sRGB-B
S4 20 30,,,35.97,13.31666667,21.07,35.97,24.92333333,57.70333333,10.32,9,3.323333333,111.6666667,76,51.33333333,,0.416666667,0.63,0.796666667,0.366666667,0.104733333,0.076766667,0.040133333,0.1253,0.0783,0.040466667,0.161533333,0.0726,0.0335
S4 30 40,,,37.84666667,15.69666667,23.48333333,37.84666667,28.24333333,56.25,11.74333333,10.00666667,3.44,120.3333333,78.66666667,51.66666667,,0.39,0.64,0.806666667,0.336666667,0.1191,0.083733333,0.041566667,0.144166667,0.0852,0.041933333,0.1893,0.077966667,0.033933333
S4 40 50,,,37.77666667,16.66666667,23.9,37.77666667,29.13666667,55.11333333,11.83333333,9.96,3.363333333,121.6666667,78,51,,0.38,0.65,0.82,0.333333333,0.119966667,0.082533333,0.040566667,0.1459,0.083866667,0.040966667,0.1932,0.0762,0.032966667
S4 50 60,,,38.55333333,17.18,24.72666667,38.55333333,30.11,55.21,12.4,10.40333333,3.44,124.3333333,79.33333333,51.33333333,,0.376666667,0.653333333,0.82,0.32,0.125666667,0.085933333,0.0415,0.153166667,0.0873,0.041933333,0.2034,0.079166667,0.033433333
S4 60 70,,,39.97666667,18.75,26.27666667,39.97666667,32.28,54.49333333,13.57333333,11.24333333,3.576666667,131,82,52,,0.356666667,0.656666667,0.826666667,0.293333333,0.137566667,0.0918,0.0432,0.168633333,0.093166667,0.043666667,0.226,0.083833333,0.0343
S4 70 80,,,41.40333333,19.67,27.38666667,41.40333333,33.72,54.31666667,14.7,12.12,3.783333333,136,84.33333333,53.33333333,,0.343333333,0.656666667,0.83,0.27,0.1489,0.098466667,0.045666667,0.183066667,0.099866667,0.0462,0.246166667,0.089633333,0.036
S4 80 90,,,45.09,19.89,28.35333333,45.09,34.63333333,54.96,17.54666667,14.62333333,4.713333333,146.6666667,93,60,,0.33,0.63,0.81,0.216666667,0.177833333,0.12,0.056866667,0.217466667,0.121833333,0.0575,0.290266667,0.110066667,0.045366667
S4 90 100,,,51.55333333,14.71666667,23.38,51.55333333,27.63,57.82,22.08666667,19.76,8.326666667,156,113,83.33333333,,0.34,0.54,0.696666667,0.14,0.2247,0.172633333,0.1006,0.2637,0.175866667,0.1012,0.331833333,0.165233333,0.087633333
S5 0 10,,,39.57333333,11.46666667,21.26333333,39.57333333,24.15666667,61.67,12.22,11.01333333,4.283333333,119,86,59,,0.42,0.593333333,0.773333333,0.313333333,0.1242,0.096333333,0.0517,0.146366667,0.0986,0.052,0.183933333,0.0929,0.043733333
S5 10 20,,,35.19,11.13,19.02333333,35.19,22.04,59.66666667,9.61,8.596666667,3.423333333,106.6666667,75.66666667,52.66666667,,0.44,0.62,0.776666667,0.383333333,0.097666667,0.074866667,0.041333333,0.115133333,0.0765,0.0416,0.1453,0.071833333,0.035333333
S5 20 30,,,37.77333333,12.60333333,21.46666667,37.77333333,24.89333333,59.57666667,11.27,9.97,3.733333333,115.3333333,81,54.33333333,,0.416666667,0.613333333,0.786666667,0.34,0.1145,0.085966667,0.045066667,0.1361,0.087866667,0.045433333,0.173666667,0.082033333,0.037733333
S5 30 40,,,36.76,11.65666667,20.09666667,36.76,23.23333333,59.89,10.54,9.406666667,3.67,111.3333333,79,54.66666667,,0.43,0.613333333,0.78,0.36,0.107133333,0.081766667,0.044333333,0.1266,0.083566667,0.044633333,0.160166667,0.078366667,0.037633333
S5 40 50 ,,,38.53333333,12.27,21.32333333,38.53333333,24.60666667,60.08666667,11.67,10.39,3.966666667,117.3333333,82.66666667,56.33333333,,0.42,0.61,0.783333333,0.333333333,0.118566667,0.09,0.047866667,0.140533333,0.092066667,0.048166667,0.178333333,0.0862,0.040266667
S5 50 60 ,,,40.61666667,13.77666667,23.18333333,40.61666667,26.96666667,59.28,13.23666667,11.64333333,4.256666667,125.3333333,87,58,,0.396666667,0.606666667,0.786666667,0.293333333,0.1344,0.099833333,0.0514,0.1604,0.102,0.051833333,0.205733333,0.094933333,0.0427
S5 60 70 ,,,42.98333333,15.02333333,24.66,42.98333333,28.87333333,58.65,15.06333333,13.15,4.713333333,133.3333333,91.66666667,61,,0.376666667,0.6,0.786666667,0.256666667,0.1529,0.1121,0.056933333,0.1831,0.114466667,0.0574,0.2363,0.106133333,0.047
S5 70 80 ,,,47.13333333,16.15666667,25.98,47.13333333,30.59333333,58.12666667,18.48333333,16.12333333,5.873333333,146.3333333,101,68.66666667,,0.346666667,0.58,0.763333333,0.193333333,0.187633333,0.137466667,0.0709,0.2246,0.1403,0.071433333,0.289766667,0.130033333,0.0589
S5 80 90 ,,,56.98,12.41,21.98666667,56.98,25.25,60.56333333,26.97,24.90333333,11.54666667,167,128.3333333,98.66666667,,0.323333333,0.48,0.636666667,0.076666667,0.274866667,0.2233,0.139566667,0.316166667,0.227666667,0.140233333,0.385866667,0.2171,0.1247
S5 90 100,,,68.22333333,9.866666667,21.01666667,68.22333333,23.22,64.85333333,40.01666667,38.29666667,19.76666667,193.6666667,159.3333333,129,,0.25,0.363333333,0.513333333,0.006666667,0.408866667,0.353133333,0.239033333,0.4586,0.360266667,0.239733333,0.5379,0.348766667,0.218933333
S6 0 10 ,,,39.88,9.563333333,19.16666667,39.88,21.42,63.48666667,12.11666667,11.18333333,4.743333333,116.3333333,87.66666667,63,,0.436666667,0.58,0.75,0.31,0.1233,0.099666667,0.057266667,0.1431,0.1021,0.057533333,0.1757,0.097233333,0.049766667
S6 10 20,,,36.60333333,10.60333333,19.49,36.60333333,22.18666667,61.45333333,10.32333333,9.336666667,3.726666667,109.3333333,79.66666667,55,,0.44,0.603333333,0.78,0.36,0.104966667,0.081933333,0.045,0.123266667,0.083833333,0.0453,0.154333333,0.0791,0.038433333
S6 20 30,,,36.05333333,10.72666667,19.00666667,36.05333333,21.82666667,60.55666667,10.02666667,9.036666667,3.653333333,108,78,54.66666667,,0.44,0.61,0.77,0.366666667,0.1019,0.0792,0.0441,0.119733333,0.080933333,0.044333333,0.1501,0.076266667,0.037833333
S6 30 40,,,35.5,10.37333333,18.82,35.5,21.49,61.15,9.69,8.76,3.536666667,106.3333333,77,53.66666667,,0.446666667,0.61,0.773333333,0.38,0.0985,0.0769,0.0427,0.1156,0.078666667,0.042966667,0.144633333,0.074233333,0.036633333
S6 40-50,,,39.40666667,11.20333333,20.77666667,39.40666667,23.60666667,61.68,12.08,10.91333333,4.313333333,118,85.66666667,59.33333333,,0.426666667,0.593333333,0.77,0.32,0.1228,0.095666667,0.052066667,0.144366667,0.097933333,0.052433333,0.1809,0.0924,0.0443
S6 50-60,,,39.71,10.70666667,20.39,39.71,23.03,62.3,12.17333333,11.08,4.47,117.6666667,86.66666667,60.66666667,,0.426666667,0.586666667,0.763333333,0.313333333,0.1238,0.097633333,0.053933333,0.144966667,0.1,0.054266667,0.1805,0.0946,0.046166667
S6 60-70,,,40.54333333,11.38666667,21.31,40.54333333,24.16,61.88333333,12.81,11.58333333,4.563333333,121,88,61,,0.416666667,0.586666667,0.766666667,0.3,0.130166667,0.101566667,0.055066667,0.153133333,0.104033333,0.0554,0.191766667,0.0981,0.0468
S6 70-80,,,42.99,12.34,22.7,42.99,25.84333333,61.47333333,14.62333333,13.15333333,5.09,129.3333333,93.66666667,64.33333333,,0.396666667,0.58,0.766666667,0.26,0.148566667,0.114833333,0.061433333,0.175266667,0.117566667,0.0618,0.2206,0.110633333,0.051866667
S6 80-90,,,45.83,14.23,24.46666667,45.83,28.30666667,59.81666667,17.14666667,15.21333333,5.74,140,99.33333333,68,,0.37,0.576666667,0.76,0.22,0.174133333,0.1314,0.0693,0.206766667,0.134366667,0.0698,0.2632,0.1256,0.058166667
S6 90-100,,,45.45333333,15.38666667,25.92,45.45333333,30.14666667,59.31333333,16.99,14.87,5.286666667,141,97.33333333,65,,0.36,0.583333333,0.783333333,0.223333333,0.172366667,0.126966667,0.063833333,0.206433333,0.1298,0.064366667,0.265933333,0.1205,0.0525
S7 0-10,,,39.33666667,10.57666667,20.01333333,39.33666667,22.63666667,62.15,11.92,10.85666667,4.423333333,116.6666667,86,60.66666667,,0.43,0.586666667,0.763333333,0.316666667,0.121233333,0.095766667,0.053366667,0.141866667,0.098066667,0.0537,0.176433333,0.0928,0.045833333
S7 10-20,,,39.77333333,11.98,21.40333333,39.77333333,24.53333333,60.76333333,12.40333333,11.12,4.313333333,120,86,59.33333333,,0.416666667,0.596666667,0.773333333,0.31,0.126033333,0.096866667,0.052033333,0.148866667,0.099066667,0.052366667,0.187833333,0.0931,0.044033333
S7 20-30,,,36.84333333,13.3,21.5,36.84333333,25.28,58.26,10.81,9.456666667,3.48,114,78,52.66666667,,0.416666667,0.63,0.796666667,0.353333333,0.109766667,0.0808,0.042,0.131166667,0.082466667,0.042333333,0.1688,0.076566667,0.035033333
S7 30-40,,,36.30666667,13.6,21.66333333,36.30666667,25.57666667,57.88333333,10.54666667,9.173333333,3.323333333,113,76.66666667,51.33333333,,0.416666667,0.633333333,0.803333333,0.366666667,0.107033333,0.078033333,0.0401,0.128266667,0.0796,0.040433333,0.165833333,0.0737,0.033266667
S7 40-50,,,35.67,14,21.65,35.67,25.78,57.11,10.23333333,8.84,3.163333333,112.3333333,74.66666667,49.66666667,,0.413333333,0.64,0.803333333,0.373333333,0.103833333,0.0748,0.0382,0.124833333,0.0762,0.0385,0.162266667,0.0703,0.031566667
S7 50-60,,,38.07666667,15.93,23.56666667,38.07666667,28.44666667,55.95,11.91333333,10.13333333,3.486666667,121.6666667,79.33333333,52,,0.39,0.643333333,0.806666667,0.33,0.120833333,0.0846,0.0421,0.1463,0.086066667,0.0425,0.1924,0.0787,0.0344
S7 60-70,,,37.93333333,16.87666667,24.25666667,37.93333333,29.55333333,55.17333333,11.96333333,10.05333333,3.35,122,78.33333333,50.66666667,,0.38,0.65,0.82,0.326666667,0.121266667,0.0831,0.040433333,0.147666667,0.084433333,0.040833333,0.1959,0.076666667,0.032666667
S7 70-80,,,38.92666667,17.46666667,25.01,38.92666667,30.50333333,55.07666667,12.67333333,10.61666667,3.493333333,126,80.33333333,51.33333333,,0.373333333,0.653333333,0.823333333,0.313333333,0.128466667,0.087533333,0.042166667,0.156733333,0.0889,0.0426,0.2084,0.080566667,0.033866667
S7 80-90,,,41.49,19.21333333,27.24666667,41.49,33.33666667,54.80666667,14.68666667,12.17666667,3.83,135.3333333,84.66666667,53.66666667,,0.343333333,0.65,0.826666667,0.266666667,0.1488,0.099333333,0.046233333,0.182533333,0.100866667,0.046766667,0.244666667,0.090833333,0.036533333
S7 90-100,,,43.12666667,20.14,28.47333333,43.12666667,34.87666667,54.72666667,16.04666667,13.24666667,4.09,141.6666667,88,55.66666667,,0.33,0.646666667,0.83,0.243333333,0.1625,0.107666667,0.049366667,0.199833333,0.109266667,0.049966667,0.268566667,0.098133333,0.0387
S8 0-10,,,38.60333333,11.92,21.35666667,38.60333333,24.45666667,60.83,11.66666667,10.43333333,3.976666667,116.6666667,83.33333333,56.33333333,,0.42,0.6,0.78,0.33,0.1185,0.090633333,0.048033333,0.140233333,0.092766667,0.048333333,0.1774,0.087,0.040433333
S8 10-20,,,39.69333333,14.01666667,23.16666667,39.69333333,27.08,58.81666667,12.67666667,11.09,3.993333333,123,84.66666667,56,,0.396666667,0.613333333,0.8,0.31,0.128666667,0.094666667,0.048233333,0.154,0.0967,0.048633333,0.198366667,0.089733333,0.0399
S8 20-30,,,34.63666667,12.35,19.98,34.63666667,23.49,58.29666667,9.466666667,8.326666667,3.15,107,74,50,,0.43,0.633333333,0.79,0.39,0.096166667,0.0715,0.038,0.1145,0.072933333,0.0383,0.1467,0.067866667,0.032
S8 30-40,,,38.61666667,13.84333333,22.74666667,38.61666667,26.63,58.67333333,11.95,10.44333333,3.756666667,120,82,54.66666667,,0.403333333,0.62,0.796666667,0.326666667,0.1213,0.0891,0.045333333,0.145266667,0.090933333,0.045733333,0.187266667,0.084366667,0.0375
S8 40-50,,,37.32666667,13.00333333,21.36,37.32666667,25.00666667,58.66333333,11.05666667,9.723333333,3.63,115,79.33333333,54,,0.416666667,0.62,0.79,0.346666667,0.1123,0.083433333,0.043833333,0.1338,0.085166667,0.044166667,0.1715,0.079233333,0.0367
S8 50-60,,,40.13,15.03,24.10666667,40.13,28.41,58.05666667,13.09,11.33,3.96,126,84.66666667,55.66666667,,0.386666667,0.623333333,0.806666667,0.3,0.1328,0.0959,0.0478,0.1598,0.097866667,0.0482,0.207633333,0.090333333,0.0391
S8 60-70,,,39.93666667,16.07,24.47,39.93666667,29.27333333,56.7,13.13,11.22,3.85,126.6666667,83.66666667,54.66666667,,0.38,0.633333333,0.81,0.3,0.133133333,0.094033333,0.046466667,0.161033333,0.095766667,0.0469,0.211166667,0.087766667,0.037833333
S8 70-80,,,39.03,17.65333333,25.1,39.03,30.68666667,54.88666667,12.8,10.70333333,3.516666667,126.6666667,80.33333333,51.66666667,,0.37,0.65,0.82,0.31,0.1297,0.0881,0.042433333,0.158366667,0.0895,0.042866667,0.2108,0.081,0.0341
S8 80-90,,,38.53,17.87,25.38666667,38.53,31.04333333,54.85333333,12.48,10.39,3.333333333,125.3333333,79,50.33333333,,0.366666667,0.66,0.83,0.32,0.1265,0.085133333,0.040266667,0.1548,0.0865,0.0407,0.2068,0.078033333,0.032033333
S8 90-100,,,40.75333333,18.74,26.18,40.75333333,32.19333333,54.40333333,14.09333333,11.71666667,3.796666667,133,83.33333333,53.66666667,,0.356666667,0.653333333,0.82,0.283333333,0.142833333,0.095933333,0.045833333,0.1748,0.097333333,0.046366667,0.233666667,0.0878,0.0367
S9 0-10,,,38.66,11.94666667,21.30666667,38.66,24.43,60.71333333,11.71,10.46666667,4.006666667,117.3333333,83.33333333,57,,0.42,0.603333333,0.783333333,0.33,0.1189,0.090966667,0.048333333,0.140733333,0.093066667,0.048666667,0.178033333,0.087333333,0.0407
S9 10-20,,,37.16666667,12.07,20.74666667,37.16666667,24,59.81,10.83,9.626666667,3.68,113.3333333,79.66666667,54,,0.42,0.62,0.786666667,0.35,0.11,0.083333333,0.0444,0.130433333,0.0852,0.0447,0.165666667,0.0797,0.037433333
S9 20-30,,,35.44333333,12.02666667,19.51333333,35.44333333,22.92333333,58.35,9.863333333,8.73,3.416666667,108.3333333,75.66666667,52.66666667,,0.433333333,0.623333333,0.78,0.376666667,0.100266667,0.075433333,0.041266667,0.118766667,0.076966667,0.041533333,0.1512,0.0719,0.035133333
S9 30-40,,,38.49666667,13.98666667,22.25333333,38.49666667,26.28666667,57.84,11.91,10.38666667,3.806666667,119.6666667,81.66666667,55,,0.403333333,0.623333333,0.79,0.326666667,0.120933333,0.088533333,0.045966667,0.144666667,0.0903,0.046333333,0.186633333,0.083666667,0.038333333
S9 40-50,,,41.75333333,15.92333333,25.35666667,41.75333333,29.94333333,57.86333333,14.34,12.34666667,4.22,131.3333333,88,57,,0.376666667,0.616666667,0.806666667,0.273333333,0.145466667,0.104033333,0.0509,0.175566667,0.106133333,0.051333333,0.229066667,0.097666667,0.041333333
S9 50-60,,,41.51,17.15666667,25.74666667,41.51,30.93666667,56.32,14.36666667,12.19,4.083333333,132.3333333,86.33333333,56.33333333,,0.363333333,0.63,0.81,0.273333333,0.145666667,0.101466667,0.049266667,0.176866667,0.103333333,0.049766667,0.233133333,0.094333333,0.039766667
S9 60-70,,,40.35,18.17,25.84666667,40.35,31.59333333,54.89,13.73,11.46666667,3.74,130.6666667,83.33333333,53.33333333,,0.36,0.653333333,0.82,0.29,0.139166667,0.0943,0.045166667,0.17,0.095766667,0.045666667,0.2265,0.0866,0.0362
S9 70-80,,,41.87,19.62,27.43666667,41.87,33.72666667,54.43,15.03,12.42,3.906666667,137,85.66666667,54.33333333,,0.343333333,0.65,0.82,0.26,0.1523,0.101166667,0.047166667,0.187033333,0.102633333,0.0477,0.2511,0.0922,0.037266667
S9 80-90,,,40.92,18.87,25.96666667,40.92,32.1,53.99333333,14.22666667,11.81666667,3.876666667,133.3333333,83.66666667,54.33333333,,0.353333333,0.653333333,0.813333333,0.276666667,0.144266667,0.096766667,0.046833333,0.1764,0.098133333,0.047333333,0.235866667,0.088466667,0.037666667
S9 90-100,,,44.74,20.05,28.03,44.74,34.46666667,54.42333333,17.29,14.36666667,4.66,145.6666667,92,59.66666667,,0.33,0.633333333,0.806666667,0.22,0.175266667,0.117666667,0.0562,0.2144,0.1194,0.056866667,0.286666667,0.107666667,0.044966667
S10 0-10,,,37.79,10.11333333,19.19666667,37.79,21.69666667,62.22666667,10.93,9.973333333,4.103333333,111.6666667,82.66666667,58.33333333,,0.44,0.6,0.763333333,0.343333333,0.111166667,0.088133333,0.049533333,0.129833333,0.090233333,0.049833333,0.161133333,0.085466667,0.042666667
S10 10-20,,,36.37666667,10.54,19.00666667,36.37666667,21.73333333,60.99333333,10.18333333,9.21,3.743333333,108.3333333,79,55.66666667,,0.443333333,0.606666667,0.77,0.363333333,0.103533333,0.080866667,0.045166667,0.121433333,0.0827,0.045433333,0.151866667,0.078033333,0.0388
S10 20-30,,,35.32333333,10.66666667,19.04333333,35.32333333,21.82666667,60.74333333,9.616666667,8.663333333,3.456666667,106,76.66666667,53.33333333,,0.44,0.616666667,0.773333333,0.38,0.097766667,0.0758,0.0417,0.115,0.077466667,0.041966667,0.144433333,0.073,0.035633333
S10 30-40,,,35.38,10.58666667,18.75333333,35.38,21.53333333,60.56,9.636666667,8.69,3.513333333,106,76.66666667,53.66666667,,0.443333333,0.613333333,0.77,0.38,0.098033333,0.076166667,0.042433333,0.115166667,0.077833333,0.042666667,0.144333333,0.0734,0.0364
S10 40-50,,,38.39333333,11.12,20.16,38.39333333,23.02333333,61.12666667,11.43333333,10.31666667,4.12,115,83,58.33333333,,0.43,0.6,0.773333333,0.333333333,0.116233333,0.0904,0.049733333,0.136633333,0.092433333,0.05,0.171266667,0.087166667,0.042466667
S10 50-60,,,39.66333333,12.28,21.44,39.66333333,24.70666667,60.19666667,12.38333333,11.05666667,4.27,120.3333333,85.66666667,58.66666667,,0.413333333,0.6,0.773333333,0.313333333,0.1258,0.096033333,0.051566667,0.148766667,0.0982,0.051933333,0.1883,0.0921,0.0436
