country,rank,lumpiness,entropy,ACF1,lshift,vchange,cpoints,fspots,trend,linearity,curvature,spikiness,KLscore,change.idx
Cyprus,214,0.335487497140613,0.52327211129919,0.915531776528487,1.62283651522069,0.539208535604373,2,5,0.989176800794524,3.92931355981015,0.148645466202922,3.16607758711245e-07,0.529813195150847,18
Czech Republic,32,0.0766662667212447,0.543801039379474,0.809080127665651,1.52158352607413,0.582693212608246,4,2,0.882790758362793,-0.542889904073601,-4.5579224407165,3.30741988773002e-05,0.553732192610375,12
Germany,56,0.0166282208525857,0.423937842509383,0.900204513146638,1.15773463438543,0.23678920985947,2,3,0.965504067238056,-3.40298770298522,-3.32755174040477,1.26146912717832e-06,0.751583173714926,17
Djibouti,182,0.416107401295743,0.725269000897119,0.717983335879439,1.14176532932567,0.932713357393325,4,10,0.812197061709592,-3.12252802475502,-1.32488754060685,0.0001767448550957,0.342467774718706,14
Denmark,132,0.072391233819792,0.67545020058299,0.794281260663465,1.52369302330128,0.607268028314706,3,4,0.898810550108974,-1.59951661480756,2.76028504277702,4.72133123462991e-05,0.355578121514522,12
Dominican Republic,28,0.78378061387984,0.883633584749202,0.4324296015882,1.21921769018057,0.484776854882066,9,7,0.792844688156068,0.889365563248881,1.78196920638134,0.0001145051353565,0.753888938227523,12
Algeria,70,0.0227421110236376,0.345503763456139,0.949216602194718,1.65738606213562,0.577650358508345,2,12,0.983752006840787,-4.52721841428665,0.347622418614568,1.13509222011291e-06,2.37471177989919,13
East Asia & Pacific (excluding high income),211,0.0158258563447507,0.609249605151125,0.861898825977977,1.45255658337887,0.398439561702052,1,7,0.973949134570596,3.93305132349259,-3.1963060678087,1.40940207545961e-06,4.64113241620199,12
Early-demographic dividend,142,0.382614190773357,0.824030251946415,0.575669809062953,1.4651573311122,0.637602943295045,5,5,0.816429384232694,-0.56148789360348,-1.69358897470663,0.0001923966134651,2.31908614873777,15
East Asia & Pacific,225,0.0168442619490368,0.59976935931624,0.854623829037031,1.43498453481971,0.348704784163582,1,5,0.966316388360528,3.67991919188358,-3.47818668748172,2.76999487556365e-06,5.62590301603417,12
Europe & Central Asia (excluding high income),183,0.281568483435324,0.60593372728758,0.84257440506143,1.08097804370559,0.308225093073488,4,4,0.945868723854056,-1.17749072265262,-2.70893134263012,7.0511000125822e-06,1.22427625305192,12
Europe & Central Asia,138,0.263595639231344,0.571629031988815,0.805588190142821,1.01302013365899,0.905835166220945,4,4,0.913365243520668,-2.53042767772144,-2.15600466152211,1.90522701955254e-05,0.516006629581946,12
Ecuador,24,0.712670487286329,0.778702458941903,0.499043295366196,1.29390485215168,0.888387039917829,5,9,0.507023032669607,-2.19311443822897,1.19121322501052,0.0007646288546267,1.17281947908976,12
"Egypt, Arab Rep.",80,0.281535741393739,0.633113687992036,0.770453707953604,1.7826239006808,1.19836688920654,8,3,0.904561163740384,2.47884857439486,0.436265588212263,1.45885377613787e-05,0.22528057136602,12
Euro area,195,0.10250412731348,0.529964797638587,0.800887032042883,1.56304573009542,0.826364140715438,4,2,0.927343729649204,-1.25792646341801,-0.0522632150793039,8.32982077347289e-06,0.103062637074243,12
Eritrea,15,2.66890088738247,0.948154959381864,0.224652215447976,0.959004481442429,0.612632438894166,3,6,0.642175347979027,-1.44904482008932,0.10085951886144,0.0012692566434862,0.6241418496993,14
Spain,200,0.0333138928554575,0.528573379526084,0.898075178503121,1.78750940019754,0.695813789393542,4,4,0.970853231321273,-0.0014380727148146,1.88889013167623,2.39641443746616e-06,0.544258127155837,18
Estonia,67,0.180853235560331,0.739780881966433,0.68313640243411,1.53047657070012,1.03614875107481,4,4,0.836602665867593,-0.381942282057104,-3.26949944991539,9.50448817785525e-05,0.249207442632016,14
Ethiopia,84,0.0142064419787957,0.385855639476811,0.935984011382425,1.47700404847713,0.442243383579585,1,8,0.97375863784543,-4.31524493791292,0.0134657943823345,5.6936592214407e-06,2.49634068128129,12
European Union,189,0.0815786748808249,0.569505785848791,0.792574469843914,1.05764741249743,0.754218633908162,4,3,0.931516541104881,-2.58903817482087,-1.01711700318706,8.8693763450704e-06,0.106697606945577,12
Fragile and conflict affected situations,98,0.0444958184115581,0.744031759578067,0.785817440323617,1.28897455458293,0.391945630754823,1,4,0.971228784596966,4.37280220196335,1.32934902213673,3.67274254856761e-06,0.16858395940928,12
Finland,170,0.458787203661609,0.581576329387599,0.848682684555518,1.21468563263548,0.453489323724827,2,5,0.965760212896027,-3.71674895491093,0.700126182706953,1.92039609649103e-06,3.32924225681964,12
Fiji,62,0.199001266268836,0.783565019298419,0.643499057942562,1.7791120724571,1.02881568267511,3,12,0.889642486774745,4.0827023596154,1.00820060704712,0.0001106998460254,0.966983248321629,18
France,229,0.252626292912504,0.579910064443141,0.862298268537064,1.94360794816728,1.19303065673213,4,4,0.925858706228794,-2.73047827413708,1.51953736651872,1.49242338956576e-05,2.11158823526105,12
Gabon,140,0.0050133673225297,0.465242780382301,0.919384772121044,1.70007223804695,0.942023841185574,1,6,0.987478363479644,4.3508164143961,1.25967883693001,5.84184764232232e-07,2.39992545896943,18
United Kingdom,193,0.0048884942132622,0.555247742075242,0.884589002779917,1.43821635785628,0.455160769510034,3,5,0.977305455233602,-3.33740081475549,1.21486782774416,1.1289412893744e-06,0.264161570978318,12
Georgia,83,0.0219381378733246,0.561614512033542,0.821427412025765,1.33362358553261,0.463276874104356,7,5,0.94854407969661,3.58803054220358,-3.01803338699812,6.6235665424336e-06,2.40774333033286,12
Ghana,145,0.0185838694041501,0.51738390326398,0.881059277734623,1.60407982861648,0.644401348238558,2,4,0.974332800093547,-2.07125327132823,-2.25197448561019,1.65450530212451e-06,1.09388704020591,12
Guinea,207,0.331755564935687,0.64983598069728,0.807214960012144,1.15715141586426,0.944136215544468,4,11,0.877517882974445,-3.42974401751989,-1.74071350533553,5.33810181635792e-05,0.27927963845053,14
"Gambia, The",101,0.693261101247151,0.809848145248887,0.588011044763357,1.20613726182206,0.959724285784648,4,10,0.75079555896635,-2.70318056821812,-0.928144645622288,0.0004227068263845,0.517701518763051,14
Guinea-Bissau,199,0.484249235955959,0.761688555801652,0.666370549015146,1.17179786887714,0.9552396683996,4,7,0.785981372188959,-2.97754088421138,-1.1193373472974,0.0002701262898467,0.34778915072092,14
Equatorial Guinea,7,2.54095343799978,0.943828474050523,0.240670621434358,0.953089561203171,0.653755833259972,5,6,0.644536132622898,-1.51459919453487,0.0868902805658791,0.0012393994473443,0.649120821873089,14
Greece,216,0.350627630062362,0.505011288233214,0.930435979397745,1.87661476998102,1.05772944284471,2,5,0.988639006267716,4.03876412325471,0.836654428049886,2.94219413237946e-07,0.250378316385854,12
Guatemala,5,4.06584595755346,0.97646699589084,0.101952491458116,0.947480421094264,0.335357539733314,1,13,0.646245912957642,0.977062346842486,-0.431671912587838,0.0012630530249327,0.945488502616859,12
Guam,44,0.122128257419797,0.705103349752381,0.714466954914836,1.27199021782333,0.923150435285144,6,4,0.854325539580534,-0.158155697043914,-3.33681598123834,9.15677728453607e-05,0.531090218854591,12
Guyana,35,0.0585581564522332,0.666285198320878,0.758186997854128,1.30057787377485,0.231464362374591,1,12,0.967923897118587,3.54328166825549,3.45454939747578,1.12193260378314e-05,0.646303107179716,12
High income,111,0.110422854213418,0.631154693208505,0.725569139005543,1.40981494683453,1.8119180998781,4,4,0.8091120052849,-2.16066024171108,-0.947048710853721,0.0001094752966851,0.368779381493627,12
"Hong Kong SAR, China",102,0.201713152572862,0.721890870858357,0.723278018925463,1.70293873533392,0.935299859317643,5,8,0.802109232851789,0.675593312401913,-3.21064704366612,6.88622662827441e-05,0.458228093613303,14
Honduras,46,0.188216676966604,0.814832298565112,0.538040409384095,1.3475334907898,0.604942968388851,5,5,0.799553499025542,3.59124783290296,1.71984280559861,0.0001010384263412,0.202950931711366,12
Heavily indebted poor countries (HIPC),162,0.13880986326617,0.569761994366025,0.832377628729455,1.40603016838694,0.626604099377023,4,6,0.879547095797147,-3.7048336749629,-1.81477891630309,5.30548727851242e-05,0.389031681768086,14
Croatia,135,0.361796272242662,0.605348775270181,0.823960298990351,1.50223446561067,0.878349751579608,4,4,0.97783359342714,0.143445636746506,-2.41030640985307,1.06435929104584e-06,0.147998034379847,12
Haiti,146,0.015252329157359,0.429338086021071,0.93862808336753,1.53757945474735,0.42750721263087,1,9,0.996768448456643,4.42472181367388,-1.87754927643695,4.167001890195e-08,2.28482539319652,12
Hungary,103,0.0110090193559493,0.448029106502065,0.862173955316041,1.71896137793273,0.715468053918464,3,4,0.966915920761166,-2.83645261241946,-0.382487962855484,3.77304303277546e-06,0.233039425426781,18
IBRD only,177,0.0991229674227758,0.835748334650466,0.699472070836103,1.19213632801986,0.372537315327029,5,5,0.900909638187148,2.27793420029058,-2.82230303281278,3.41691803146723e-05,3.64947228139114,12
IDA & IBRD total,172,0.111327606099531,0.850574504432315,0.683214955454403,1.16941025332427,0.394292314034345,5,5,0.898888267751126,2.35524878029174,-2.47041327583665,3.74649313372393e-05,3.06174004115541,12
IDA total,90,0.0792820641745308,0.814120781082586,0.675759610125335,1.18212254214481,0.287588662478204,1,5,0.935099357808099,3.76372342961845,1.06843246301482,2.06306899964558e-05,0.210002025371994,18
IDA blend,72,0.0460796856065875,0.721834175585302,0.824005822163028,1.74838716075086,0.970126071681608,1,6,0.982633186321127,2.78952700336736,3.05836819861115,1.1730024909169e-06,0.771059782373547,12
Indonesia,42,0.027361293377999,0.398857310002719,0.864672991727554,1.42693387219591,0.448676092920611,2,3,0.964084627565453,0.0907108205060053,-4.67023088443243,2.3104278879638e-06,0.897147815521757,18
IDA only,139,0.130439650013673,0.833623248162457,0.638351321126847,1.5184972085579,0.340204091165499,5,5,0.866485781589558,3.1618597978668,-2.79951580068284,0.0001236785259475,1.96709539543045,12
India,11,5.17400435180816,0.976427353550229,-0.0251038867292836,0.585102244568075,0.228229999603263,1,13,0.626287890340342,-0.0411395527457789,1.06964101295047,0.0016654799020732,0.614103494877002,14
Ireland,209,0.0111247287688342,0.59586043264594,0.877329115375008,1.97673885710972,1.26233019944672,3,7,0.983352198945742,-1.34207470913223,1.79071384143099,9.38309870777943e-07,0.112207137511121,18
"Iran, Islamic Rep.",18,0.207412546905678,0.821409577293222,0.626547072312931,1.06586028254268,0.530441755593357,8,2,0.74249297789076,2.47717958095582,-1.26169395683071,0.0001781433666934,0.228510155362305,12
Iraq,31,0.0887051640063469,0.690186789769513,0.802572534226122,1.61850528695228,0.445284921391442,1,17,0.964090694641418,3.38767595814141,3.26109401158743,8.14388473426239e-06,0.872570722770818,12
Iceland,143,0.0174088967983379,0.756571164497414,0.71733253987324,1.46181183704068,1.383872335869,5,3,0.845958471712398,0.780088247885997,0.0656774938570721,6.77058389397273e-05,0.171584596785579,12
Israel,129,0.0599220247145264,0.638967678802548,0.878425341049369,1.1971646800685,0.290180015606211,5,5,0.957759049878137,-4.47974576306529,-1.53759851953613,3.25078639953313e-06,0.591326200632445,16
Italy,233,0.199357794724661,0.506597864500905,0.900534987708778,1.73057671309191,0.89982046585082,5,3,0.964296895165733,-0.342929613042641,2.27083624626023,4.87235261344324e-06,0.862074680691154,12
Jamaica,232,0.145449745465895,0.707086089063795,0.845519007004824,1.68758732091257,0.536840230845865,3,6,0.964522970877346,-3.93142608853131,0.262105331066377,2.10209707896624e-06,0.853056357385393,12
Jordan,63,0.342281882648876,0.550559815674433,0.77757597566335,1.42372591823386,0.64787081502447,2,5,0.940206214445326,-1.59402523410115,4.19329953929176,1.22362520228653e-05,2.03448481669756,12
Japan,75,0.0163748028866866,0.467011674515044,0.856142554793626,1.60884267222341,0.385861491091271,2,3,0.952798286081363,0.0858178625383595,-4.83456152183399,4.53786147322965e-06,0.793825961428397,12
Kazakhstan,201,1.05250046866534,0.595990825591971,0.850972852917988,1.05672076227895,0.356996316946159,2,10,0.953534069185866,-1.51394492513655,-2.66606166300333,2.10004349620275e-05,1.39426036141335,12
Kenya,150,0.649023264153508,0.804973144058525,0.604899162533419,1.21524297929237,1.00848953892415,4,5,0.759096040937322,-2.71945737570576,-0.960419549204647,0.0003619792076177,0.53701580475128,14
Kyrgyz Republic,71,0.269018769668033,0.728301949529993,0.716663563401905,0.845635337395761,0.393261236134486,3,11,0.869663033998387,2.31075915438383,-3.85110609295275,0.0001707135834569,16.246611679426,12
Cambodia,61,0.02685095181858,0.510620465946011,0.834153035016056,1.75820079805924,0.815197953757607,3,6,0.920200759209638,-3.21208510298945,-3.37645379213573,3.11268675557314e-05,0.978621483809379,17
"Korea, Rep.",10,1.46185886311538,0.846880830650502,0.562968031887342,1.08211641197043,0.868465852055968,2,5,0.534515906657941,0.972702422794947,-1.30060443708414,0.0015973776964573,16.6953415883933,12
Kuwait,19,1.11883149570419,0.8997398383515,0.420035514434481,0.594226167517029,0.102527971366185,1,13,0.890235611721375,4.1187766474143,1.55753767168299,0.0001475526632853,0.33519797878465,12
Latin America & Caribbean (excluding high income),208,0.138164805508376,0.809613365435341,0.708380042964969,1.52026081655697,0.551004894858706,5,4,0.877747112553297,0.5264244736788,-0.410051904191678,2.36496711980429e-05,0.715150605121784,14
Lao PDR,51,0.0042093654395414,0.438841150640684,0.950466148551296,1.06983988785037,0.152300158611162,1,11,0.997834295985264,-5.10269550428794,1.08355893777495,4.10771520980049e-08,1.91622280907312,12
Lebanon,100,0.0124484925595473,0.515074071173772,0.908193856553712,1.55531648397562,0.9523897035011,1,9,0.95598154781808,-4.71025890173201,-0.826961568636314,1.6384218410416e-05,2.57600291853904,18
Liberia,45,0.613394610590927,0.815038757493045,0.631676162534555,2.24086519177594,2.09170312720566,1,8,0.797977306190801,2.76500124772391,2.90530216673345,0.0003111893720684,0.843948429102624,14
Libya,77,0.77813670303837,0.824670024378521,0.560126614738877,1.18146349993405,0.947615151068294,5,4,0.735665044457369,-2.62075812765113,-0.853685167993021,0.0004952187983464,0.559409143471658,14
St. Lucia,154,0.820681558298719,0.688468502370671,0.682326162792453,1.10685848712536,0.635731824318269,6,4,0.79736610564675,0.920517483322512,-0.641476196169875,9.94896901376772e-05,0.341551866869381,12
Latin America & Caribbean,166,0.140816048449819,0.814259291686427,0.701252995684361,1.50978631985043,0.536936931984039,3,4,0.874842703448094,0.482504994955613,-0.518364055711123,2.90293777645623e-05,0.795381807951713,14
Least developed countries: UN classification,79,0.102516624317768,0.807712975523695,0.657179700876665,1.2701771494409,0.352715846440803,5,5,0.782917580936764,4.62680821362564,-0.809188003435974,0.0002479677606241,1.79831129463708,12
Low income,220,0.0543225029717411,0.750018756646192,0.724945780915939,1.35207786327583,0.316518094476845,3,5,0.921144585786382,2.7098820144539,-3.70252931302072,4.51566493062061e-05,3.06635228443798,12
Sri Lanka,53,0.0032742553952765,0.598113432439216,0.897920401240505,0.977767204313949,0.216472780183608,1,11,0.992190227772617,-5.05825276744716,1.60820958233993,1.76818774138521e-07,2.08706446825699,12
Lower middle income,38,0.754875325324682,0.865276575397639,0.472554434632945,1.34764155337353,0.485938032481558,3,4,0.802136359302636,-0.187280529810327,1.20268276775278,0.0003606953848795,1.02367099602184,13
Low & middle income,159,0.126917098853249,0.871221963659858,0.67423450286644,1.10979796780523,0.431681777969261,5,4,0.901456685044747,2.74812722161831,-2.26041106846182,3.88583586374458e-05,4.89611516949034,12
Lesotho,96,0.0025762166990281,0.458788901969163,0.947053428923887,0.992346987119112,0.0865421550567784,1,8,0.999047842198188,-5.24256112116103,0.223058866796449,2.10384672479482e-09,1.18819684984143,12
Late-demographic dividend,117,0.0209202001605878,0.789481768731674,0.76397627025302,1.43544613965333,0.472253301194219,1,5,0.924503339363533,3.21242647338557,-2.87119425892644,1.41577580619643e-05,7.82028256782926,12
Lithuania,168,1.0987288379409,0.705504481478185,0.664426807476926,1.17737889113812,0.925891917921488,4,3,0.878248449643144,-1.06799897302781,-2.10284425438505,4.40122106796635e-05,0.215467689950923,12
Luxembourg,112,0.0050331197100291,0.666086626120393,0.801070488504846,1.27180214388565,0.49536428185387,3,3,0.937046795109965,4.88628110694511,0.117911496545734,8.22734018764579e-06,2.25780134161231,12
Latvia,141,1.19317479797558,0.661877719119077,0.666703682629284,1.1954324848833,1.95376611912507,4,6,0.892990357433136,-1.7015750045646,-1.59000284652144,2.25921877095584e-05,0.180083851463017,14
"Macao SAR, China",109,0.079229219158978,0.443917848017408,0.905561897841179,1.76221392255261,0.600253096548273,2,8,0.944093247708005,-2.427138478703,-2.91638157034801,9.06117533389523e-06,0.872105715823878,14
Morocco,64,0.0121593089995115,0.396198510365608,0.943208132273637,1.33698174447182,0.24499887886695,1,10,0.985833981828741,-4.85361684452054,1.04382521436547,4.35078883960414e-07,1.37738285563455,12
Moldova,68,0.11698028115855,0.652601558858731,0.735431774638976,0.970165193368535,0.724898515432355,4,3,0.835402172856044,-1.38418206254788,-3.21070186670444,7.13754874051386e-05,0.426028221472008,16
Madagascar,156,0.0898208522063727,0.492875596734256,0.909656426548191,1.17710943316819,0.477582731872514,3,11,0.94865977311453,-4.8598526162601,-0.0841108178586778,1.34984838299652e-05,0.707099799818972,12
Maldives,228,0.0609302652078695,0.439132189528996,0.926924799515989,1.32895110500974,0.29572170309573,3,9,0.986780753370916,3.98180469667916,-2.13830143073576,1.12385930598571e-06,1.63674647310922,12
Middle East & North Africa,114,0.156251455027441,0.48334011730187,0.883905099939916,1.68696896288114,0.819276946842911,1,4,0.947449328405458,-4.01484070290909,0.652749375750369,6.49110703655664e-06,1.57005678723555,15
Mexico,76,0.971744041293068,0.754635004841166,0.659732562153676,1.31812642288293,0.558908177937075,4,5,0.743164315003818,0.646220620776329,-0.027783131005791,0.0004668687987446,0.265267616378137,12
Middle income,149,0.127608557383236,0.874185685550914,0.670086315889623,1.08982183479916,0.421362386660141,5,5,0.90032701090993,2.77298422882594,-2.13707716125144,3.89346844151427e-05,4.5569175379508,12
North Macedonia,151,0.0159088650775751,0.670098388111203,0.864728408143415,1.16712153583073,0.222794556734557,1,7,0.987936562116619,-4.38181575072833,-2.49247044649687,5.44299915604049e-07,0.286687079432112,18
Mali,190,0.024563760923182,0.497180728179689,0.922411943186338,1.58937093794458,0.401379220937616,5,8,0.99271232491975,3.36998412281015,-2.84745506403403,2.79259485804552e-07,1.26705133011836,12
Malta,120,0.0304475601817851,0.527247655865336,0.872865863451362,1.56844719710801,0.240661145415221,1,6,0.956858601620659,-2.77725354174296,-4.12286496246445,4.05002764174541e-06,0.285729312994535,12
Myanmar,1,3.40851561863493,0.940631673823431,-0.0262485987955945,0.19644405716093,0.0845494781180941,3,15,0.287251022525181,1.88473302265966,1.51428728287247,0.0042745145958017,1.62424590347218,14
Middle East & North Africa (excluding high income),203,0.218674990025578,0.630069972461161,0.827032134521237,1.56440393914077,0.70976750510242,6,3,0.914296741717347,-2.82158975734115,1.02841828074924,1.64680678165869e-05,1.99795636939777,13
Montenegro,93,0.152142367074385,0.46250806288332,0.924581308284029,1.64443689970487,0.906160931601219,1,15,0.983399203482142,-4.88348902717906,-0.811448534339285,1.44022263272617e-06,0.884550116364145,16
